Datetime (UTC),Country,Zone name,Zone id,Carbon intensity gCO₂eq/kWh (direct),Carbon intensity gCO₂eq/kWh (Life cycle),Carbon-free energy percentage (CFE%),Renewable energy percentage (RE%),Data source,Data estimated,Data estimation method
2021-01-02 15:00:00,Germany,Germany,DE,512.06,592.08,41.81,23.23,entsoe.eu,false,
2021-01-02 16:00:00,Germany,Germany,DE,506.79,579.38,45.76,28.96,entsoe.eu,false,
2021-01-02 17:00:00,Germany,Germany,DE,495.16,566.71,46.97,30.4,entsoe.eu,false,
2021-01-02 18:00:00,Germany,Germany,DE,488.23,561.21,46.74,30.0,entsoe.eu,false,
2021-01-02 19:00:00,Germany,Germany,DE,483.85,558.87,46.32,29.18,entsoe.eu,false,
2021-01-02 20:00:00,Germany,Germany,DE,474.82,551.81,46.0,28.36,entsoe.eu,false,
2021-01-02 21:00:00,Germany,Germany,DE,459.22,535.33,47.56,29.64,entsoe.eu,false,
2021-01-02 22:00:00,Germany,Germany,DE,435.74,508.84,50.91,32.63,entsoe.eu,false,
2021-01-02 23:00:00,Germany,Germany,DE,408.22,478.36,54.82,36.09,entsoe.eu,false,
2021-01-03 00:00:00,Germany,Germany,DE,389.76,458.77,57.08,38.61,entsoe.eu,false,
2021-01-03 01:00:00,Germany,Germany,DE,365.49,433.15,59.49,41.44,entsoe.eu,false,
2021-01-03 02:00:00,Germany,Germany,DE,344.99,410.82,61.49,43.37,entsoe.eu,false,
2021-01-03 03:00:00,Germany,Germany,DE,321.67,386.12,63.67,45.67,entsoe.eu,false,
2021-01-03 04:00:00,Germany,Germany,DE,304.68,367.21,65.4,47.96,entsoe.eu,false,
2021-01-03 05:00:00,Germany,Germany,DE,297.51,358.53,66.24,49.39,entsoe.eu,false,
2021-01-03 06:00:00,Germany,Germany,DE,300.45,361.32,66.05,49.75,entsoe.eu,false,
2021-01-03 07:00:00,Germany,Germany,DE,315.69,376.86,64.77,49.37,entsoe.eu,false,
2021-01-03 08:00:00,Germany,Germany,DE,324.64,385.39,63.97,49.14,entsoe.eu,false,
2021-01-03 09:00:00,Germany,Germany,DE,324.06,384.7,64.16,50.0,entsoe.eu,false,
2021-01-03 10:00:00,Germany,Germany,DE,328.7,388.44,64.12,50.52,entsoe.eu,false,
2021-01-03 11:00:00,Germany,Germany,DE,331.05,389.52,64.44,51.08,entsoe.eu,false,
2021-01-03 12:00:00,Germany,Germany,DE,327.99,388.8,63.66,50.02,entsoe.eu,false,
2021-01-03 13:00:00,Germany,Germany,DE,322.65,381.37,65.2,51.64,entsoe.eu,false,
2021-01-03 14:00:00,Germany,Germany,DE,328.28,388.71,63.93,49.9,entsoe.eu,false,
2021-01-03 15:00:00,Germany,Germany,DE,330.19,389.04,64.57,51.17,entsoe.eu,false,
2021-01-03 16:00:00,Germany,Germany,DE,343.19,399.08,64.93,52.05,entsoe.eu,false,
2021-01-03 17:00:00,Germany,Germany,DE,347.79,402.91,64.93,52.18,entsoe.eu,false,
2021-01-03 18:00:00,Germany,Germany,DE,351.42,409.6,63.39,50.17,entsoe.eu,false,
2021-01-03 19:00:00,Germany,Germany,DE,341.68,402.28,62.92,49.2,entsoe.eu,false,
2021-01-03 20:00:00,Germany,Germany,DE,342.06,404.78,62.26,47.81,entsoe.eu,false,
2021-01-03 21:00:00,Germany,Germany,DE,344.5,407.24,62.03,46.99,entsoe.eu,false,
2021-01-03 22:00:00,Germany,Germany,DE,340.99,404.31,62.23,46.84,entsoe.eu,false,
2021-01-03 23:00:00,Germany,Germany,DE,343.14,407.09,62.01,46.37,entsoe.eu,false,
2021-01-04 00:00:00,Germany,Germany,DE,359.46,425.98,59.22,44.56,entsoe.eu,false,
2021-01-04 01:00:00,Germany,Germany,DE,368.68,435.75,58.37,43.97,entsoe.eu,false,
2021-01-04 02:00:00,Germany,Germany,DE,371.91,439.42,57.83,43.42,entsoe.eu,false,
2021-01-04 03:00:00,Germany,Germany,DE,374.32,442.24,57.46,43.01,entsoe.eu,false,
2021-01-04 04:00:00,Germany,Germany,DE,379.74,448.53,56.16,41.72,entsoe.eu,false,
2021-01-04 05:00:00,Germany,Germany,DE,417.26,487.57,52.13,39.17,entsoe.eu,false,
2021-01-04 06:00:00,Germany,Germany,DE,438.27,510.01,49.45,37.43,entsoe.eu,false,
2021-01-04 07:00:00,Germany,Germany,DE,439.46,509.83,49.93,38.49,entsoe.eu,false,
2021-01-04 08:00:00,Germany,Germany,DE,444.69,515.94,49.18,37.95,entsoe.eu,false,
2021-01-04 09:00:00,Germany,Germany,DE,444.21,513.32,50.04,39.28,entsoe.eu,false,
2021-01-04 10:00:00,Germany,Germany,DE,445.96,516.75,49.04,38.24,entsoe.eu,false,
2021-01-04 11:00:00,Germany,Germany,DE,438.0,505.42,51.19,40.7,entsoe.eu,false,
2021-01-04 12:00:00,Germany,Germany,DE,443.89,513.5,49.8,38.76,entsoe.eu,false,
2021-01-04 13:00:00,Germany,Germany,DE,442.92,513.68,49.0,38.03,entsoe.eu,false,
2021-01-04 14:00:00,Germany,Germany,DE,448.52,520.68,47.62,36.4,entsoe.eu,false,
2021-01-04 15:00:00,Germany,Germany,DE,453.05,525.07,47.45,36.38,entsoe.eu,false,
2021-01-04 16:00:00,Germany,Germany,DE,460.08,530.42,47.97,37.19,entsoe.eu,false,
2021-01-04 17:00:00,Germany,Germany,DE,460.08,529.84,48.38,37.67,entsoe.eu,false,
2021-01-04 18:00:00,Germany,Germany,DE,461.25,533.53,47.12,36.12,entsoe.eu,false,
2021-01-04 19:00:00,Germany,Germany,DE,463.69,536.11,46.82,35.66,entsoe.eu,false,
2021-01-04 20:00:00,Germany,Germany,DE,463.93,537.14,46.51,34.84,entsoe.eu,false,
2021-01-04 21:00:00,Germany,Germany,DE,463.44,536.15,46.94,34.96,entsoe.eu,false,
2021-01-04 22:00:00,Germany,Germany,DE,460.65,532.97,47.49,35.15,entsoe.eu,false,
2021-01-04 23:00:00,Germany,Germany,DE,442.06,512.7,50.38,37.21,entsoe.eu,false,
2021-01-05 00:00:00,Germany,Germany,DE,435.52,506.07,50.83,37.43,entsoe.eu,false,
2021-01-05 01:00:00,Germany,Germany,DE,436.09,506.62,50.99,37.34,entsoe.eu,false,
2021-01-05 02:00:00,Germany,Germany,DE,437.23,507.76,50.89,37.27,entsoe.eu,false,
2021-01-05 03:00:00,Germany,Germany,DE,440.04,510.72,50.56,36.96,entsoe.eu,false,
2021-01-05 04:00:00,Germany,Germany,DE,452.53,524.5,48.83,35.66,entsoe.eu,false,
2021-01-05 05:00:00,Germany,Germany,DE,465.63,538.67,46.9,34.62,entsoe.eu,false,
2021-01-05 06:00:00,Germany,Germany,DE,476.78,550.02,45.62,33.66,entsoe.eu,false,
2021-01-05 07:00:00,Germany,Germany,DE,480.53,551.81,46.06,34.42,entsoe.eu,false,
2021-01-05 08:00:00,Germany,Germany,DE,481.79,552.62,46.19,34.63,entsoe.eu,false,
2021-01-05 09:00:00,Germany,Germany,DE,473.71,542.84,47.5,36.21,entsoe.eu,false,
2021-01-05 10:00:00,Germany,Germany,DE,473.47,542.73,47.46,36.24,entsoe.eu,false,
2021-01-05 11:00:00,Germany,Germany,DE,471.33,540.18,47.8,36.7,entsoe.eu,false,
2021-01-05 12:00:00,Germany,Germany,DE,472.92,544.25,46.33,34.98,entsoe.eu,false,
2021-01-05 13:00:00,Germany,Germany,DE,470.77,541.91,46.46,35.23,entsoe.eu,false,
2021-01-05 14:00:00,Germany,Germany,DE,473.09,543.23,46.86,35.93,entsoe.eu,false,
2021-01-05 15:00:00,Germany,Germany,DE,472.28,542.5,46.87,36.04,entsoe.eu,false,
2021-01-05 16:00:00,Germany,Germany,DE,468.92,538.26,47.52,36.83,entsoe.eu,false,
2021-01-05 17:00:00,Germany,Germany,DE,469.07,540.2,46.74,35.68,entsoe.eu,false,
2021-01-05 18:00:00,Germany,Germany,DE,468.69,542.13,45.78,34.28,entsoe.eu,false,
2021-01-05 19:00:00,Germany,Germany,DE,464.17,537.33,46.22,34.5,entsoe.eu,false,
2021-01-05 20:00:00,Germany,Germany,DE,457.97,530.68,47.18,35.18,entsoe.eu,false,
2021-01-05 21:00:00,Germany,Germany,DE,452.69,524.67,47.68,35.29,entsoe.eu,false,
2021-01-05 22:00:00,Germany,Germany,DE,439.73,510.75,48.99,35.93,entsoe.eu,false,
2021-01-05 23:00:00,Germany,Germany,DE,426.06,496.01,50.75,36.83,entsoe.eu,false,
2021-01-06 00:00:00,Germany,Germany,DE,423.7,493.73,50.96,36.66,entsoe.eu,false,
2021-01-06 01:00:00,Germany,Germany,DE,425.12,495.73,50.99,36.5,entsoe.eu,false,
2021-01-06 02:00:00,Germany,Germany,DE,426.4,497.45,50.92,36.37,entsoe.eu,false,
2021-01-06 03:00:00,Germany,Germany,DE,436.52,508.43,49.85,35.43,entsoe.eu,false,
2021-01-06 04:00:00,Germany,Germany,DE,449.8,523.04,48.25,33.9,entsoe.eu,false,
2021-01-06 05:00:00,Germany,Germany,DE,467.28,541.57,46.45,32.85,entsoe.eu,false,
2021-01-06 06:00:00,Germany,Germany,DE,483.63,559.86,44.13,30.71,entsoe.eu,false,
2021-01-06 07:00:00,Germany,Germany,DE,502.44,579.35,42.36,29.49,entsoe.eu,false,
2021-01-06 08:00:00,Germany,Germany,DE,510.31,586.17,42.39,29.79,entsoe.eu,false,
2021-01-06 09:00:00,Germany,Germany,DE,521.98,598.25,41.52,29.03,entsoe.eu,false,
2021-01-06 10:00:00,Germany,Germany,DE,530.12,606.35,40.87,28.35,entsoe.eu,false,
2021-01-06 11:00:00,Germany,Germany,DE,528.83,605.6,40.61,27.9,entsoe.eu,false,
2021-01-06 12:00:00,Germany,Germany,DE,532.23,610.75,39.48,26.48,entsoe.eu,false,
2021-01-06 13:00:00,Germany,Germany,DE,540.48,619.97,38.47,25.44,entsoe.eu,false,
2021-01-06 14:00:00,Germany,Germany,DE,548.1,627.94,37.83,24.73,entsoe.eu,false,
2021-01-06 15:00:00,Germany,Germany,DE,545.79,621.82,39.99,27.14,entsoe.eu,false,
2021-01-06 16:00:00,Germany,Germany,DE,539.2,615.47,40.18,27.69,entsoe.eu,false,
2021-01-06 17:00:00,Germany,Germany,DE,537.37,615.11,39.61,26.67,entsoe.eu,false,
2021-01-06 18:00:00,Germany,Germany,DE,544.62,623.88,38.57,25.53,entsoe.eu,false,
2021-01-06 19:00:00,Germany,Germany,DE,546.96,627.71,37.71,24.5,entsoe.eu,false,
2021-01-06 20:00:00,Germany,Germany,DE,543.58,624.36,37.89,24.46,entsoe.eu,false,
2021-01-06 21:00:00,Germany,Germany,DE,535.22,615.72,38.58,24.73,entsoe.eu,false,
2021-01-06 22:00:00,Germany,Germany,DE,525.23,605.19,39.94,25.48,entsoe.eu,false,
2021-01-06 23:00:00,Germany,Germany,DE,512.67,592.55,41.15,26.38,entsoe.eu,false,
2021-01-07 00:00:00,Germany,Germany,DE,508.59,588.24,41.41,26.41,entsoe.eu,false,
2021-01-07 01:00:00,Germany,Germany,DE,502.04,581.58,42.05,26.86,entsoe.eu,false,
2021-01-07 02:00:00,Germany,Germany,DE,498.14,577.23,42.74,27.48,entsoe.eu,false,
2021-01-07 03:00:00,Germany,Germany,DE,502.29,581.49,42.39,27.37,entsoe.eu,false,
2021-01-07 04:00:00,Germany,Germany,DE,515.64,595.71,40.5,26.21,entsoe.eu,false,
2021-01-07 05:00:00,Germany,Germany,DE,542.3,623.33,37.84,24.59,entsoe.eu,false,
2021-01-07 06:00:00,Germany,Germany,DE,550.22,630.45,37.38,24.5,entsoe.eu,false,
2021-01-07 07:00:00,Germany,Germany,DE,551.64,629.28,38.44,25.88,entsoe.eu,false,
2021-01-07 08:00:00,Germany,Germany,DE,545.07,622.59,38.96,26.59,entsoe.eu,false,
2021-01-07 09:00:00,Germany,Germany,DE,540.29,616.95,39.69,27.39,entsoe.eu,false,
2021-01-07 10:00:00,Germany,Germany,DE,538.42,614.55,40.17,28.15,entsoe.eu,false,
2021-01-07 11:00:00,Germany,Germany,DE,536.79,613.85,39.73,27.52,entsoe.eu,false,
2021-01-07 12:00:00,Germany,Germany,DE,541.7,620.34,38.58,26.06,entsoe.eu,false,
2021-01-07 13:00:00,Germany,Germany,DE,555.2,635.3,37.06,24.48,entsoe.eu,false,
2021-01-07 14:00:00,Germany,Germany,DE,565.59,646.73,35.76,23.03,entsoe.eu,false,
2021-01-07 15:00:00,Germany,Germany,DE,569.35,649.23,36.07,23.33,entsoe.eu,false,
2021-01-07 16:00:00,Germany,Germany,DE,557.46,633.64,38.81,26.42,entsoe.eu,false,
2021-01-07 17:00:00,Germany,Germany,DE,546.91,623.54,39.23,26.57,entsoe.eu,false,
2021-01-07 18:00:00,Germany,Germany,DE,545.44,623.51,38.92,26.25,entsoe.eu,false,
2021-01-07 19:00:00,Germany,Germany,DE,546.52,627.55,37.55,24.38,entsoe.eu,false,
2021-01-07 20:00:00,Germany,Germany,DE,548.57,630.13,37.51,24.14,entsoe.eu,false,
2021-01-07 21:00:00,Germany,Germany,DE,546.58,628.16,37.65,24.16,entsoe.eu,false,
2021-01-07 22:00:00,Germany,Germany,DE,534.0,615.17,38.5,24.56,entsoe.eu,false,
2021-01-07 23:00:00,Germany,Germany,DE,526.15,607.63,38.96,24.79,entsoe.eu,false,
2021-01-08 00:00:00,Germany,Germany,DE,519.63,601.53,39.25,24.67,entsoe.eu,false,
2021-01-08 01:00:00,Germany,Germany,DE,513.87,595.76,39.78,24.85,entsoe.eu,false,
2021-01-08 02:00:00,Germany,Germany,DE,512.42,594.1,39.88,24.83,entsoe.eu,false,
2021-01-08 03:00:00,Germany,Germany,DE,517.53,599.11,39.66,24.73,entsoe.eu,false,
2021-01-08 04:00:00,Germany,Germany,DE,535.66,617.97,37.97,23.57,entsoe.eu,false,
2021-01-08 05:00:00,Germany,Germany,DE,549.68,633.42,35.94,22.34,entsoe.eu,false,
2021-01-08 06:00:00,Germany,Germany,DE,555.15,637.91,35.99,22.86,entsoe.eu,false,
2021-01-08 07:00:00,Germany,Germany,DE,559.86,641.02,36.56,24.19,entsoe.eu,false,
2021-01-08 08:00:00,Germany,Germany,DE,557.38,636.14,37.89,25.86,entsoe.eu,false,
2021-01-08 09:00:00,Germany,Germany,DE,551.25,629.4,38.55,26.6,entsoe.eu,false,
2021-01-08 10:00:00,Germany,Germany,DE,542.8,620.97,39.14,27.22,entsoe.eu,false,
2021-01-08 11:00:00,Germany,Germany,DE,544.53,623.95,38.3,25.96,entsoe.eu,false,
2021-01-08 12:00:00,Germany,Germany,DE,552.51,632.62,37.5,24.82,entsoe.eu,false,
2021-01-08 13:00:00,Germany,Germany,DE,551.5,633.88,36.92,24.23,entsoe.eu,false,
2021-01-08 14:00:00,Germany,Germany,DE,562.7,644.71,36.16,23.74,entsoe.eu,false,
2021-01-08 15:00:00,Germany,Germany,DE,563.09,643.76,36.32,23.98,entsoe.eu,false,
2021-01-08 16:00:00,Germany,Germany,DE,553.62,631.55,38.25,26.04,entsoe.eu,false,
2021-01-08 17:00:00,Germany,Germany,DE,555.85,635.82,37.15,24.81,entsoe.eu,false,
2021-01-08 18:00:00,Germany,Germany,DE,555.08,637.53,35.99,23.36,entsoe.eu,false,
2021-01-08 19:00:00,Germany,Germany,DE,558.04,641.6,35.5,22.14,entsoe.eu,false,
2021-01-08 20:00:00,Germany,Germany,DE,558.88,642.36,35.38,21.65,entsoe.eu,false,
2021-01-08 21:00:00,Germany,Germany,DE,561.08,644.57,35.39,21.5,entsoe.eu,false,
2021-01-08 22:00:00,Germany,Germany,DE,539.25,622.05,37.32,22.56,entsoe.eu,false,
2021-01-08 23:00:00,Germany,Germany,DE,524.79,606.62,39.38,23.98,entsoe.eu,false,
2021-01-09 00:00:00,Germany,Germany,DE,519.35,600.94,39.89,24.25,entsoe.eu,false,
2021-01-09 01:00:00,Germany,Germany,DE,519.87,601.68,39.85,24.28,entsoe.eu,false,
2021-01-09 02:00:00,Germany,Germany,DE,520.49,602.37,39.78,24.27,entsoe.eu,false,
2021-01-09 03:00:00,Germany,Germany,DE,520.2,602.36,39.76,24.25,entsoe.eu,false,
2021-01-09 04:00:00,Germany,Germany,DE,524.27,606.87,39.34,23.85,entsoe.eu,false,
2021-01-09 05:00:00,Germany,Germany,DE,531.6,614.95,38.55,23.25,entsoe.eu,false,
2021-01-09 06:00:00,Germany,Germany,DE,548.6,632.73,37.02,22.14,entsoe.eu,false,
2021-01-09 07:00:00,Germany,Germany,DE,564.32,649.34,35.28,20.83,entsoe.eu,false,
2021-01-09 08:00:00,Germany,Germany,DE,568.07,652.91,35.23,20.99,entsoe.eu,false,
2021-01-09 09:00:00,Germany,Germany,DE,559.65,642.78,36.77,22.98,entsoe.eu,false,
2021-01-09 10:00:00,Germany,Germany,DE,552.32,634.83,37.71,24.2,entsoe.eu,false,
2021-01-09 11:00:00,Germany,Germany,DE,550.66,634.0,37.36,23.79,entsoe.eu,false,
2021-01-09 12:00:00,Germany,Germany,DE,557.62,642.25,36.13,22.59,entsoe.eu,false,
2021-01-09 13:00:00,Germany,Germany,DE,567.8,653.28,34.84,21.23,entsoe.eu,false,
2021-01-09 14:00:00,Germany,Germany,DE,582.68,666.53,34.58,20.96,entsoe.eu,false,
2021-01-09 15:00:00,Germany,Germany,DE,595.05,679.45,33.65,19.94,entsoe.eu,false,
2021-01-09 16:00:00,Germany,Germany,DE,586.96,666.18,36.89,23.7,entsoe.eu,false,
2021-01-09 17:00:00,Germany,Germany,DE,582.63,662.28,36.85,23.36,entsoe.eu,false,
2021-01-09 18:00:00,Germany,Germany,DE,581.35,664.46,35.23,21.52,entsoe.eu,false,
2021-01-09 19:00:00,Germany,Germany,DE,579.55,665.57,33.84,19.93,entsoe.eu,false,
2021-01-09 20:00:00,Germany,Germany,DE,568.98,654.78,34.58,20.73,entsoe.eu,false,
2021-01-09 21:00:00,Germany,Germany,DE,558.15,642.9,35.89,21.86,entsoe.eu,false,
2021-01-09 22:00:00,Germany,Germany,DE,544.67,629.64,36.61,21.98,entsoe.eu,false,
2021-01-09 23:00:00,Germany,Germany,DE,530.37,613.1,38.95,23.48,entsoe.eu,false,
2021-01-10 00:00:00,Germany,Germany,DE,514.25,595.85,40.77,24.45,entsoe.eu,false,
2021-01-10 01:00:00,Germany,Germany,DE,506.2,586.71,42.04,25.63,entsoe.eu,false,
2021-01-10 02:00:00,Germany,Germany,DE,498.48,578.34,42.93,26.69,entsoe.eu,false,
2021-01-10 03:00:00,Germany,Germany,DE,493.81,573.19,43.68,27.76,entsoe.eu,false,
2021-01-10 04:00:00,Germany,Germany,DE,490.54,569.62,43.95,28.21,entsoe.eu,false,
2021-01-10 05:00:00,Germany,Germany,DE,485.14,564.05,44.48,28.98,entsoe.eu,false,
2021-01-10 06:00:00,Germany,Germany,DE,484.9,563.71,44.39,29.18,entsoe.eu,false,
2021-01-10 07:00:00,Germany,Germany,DE,482.77,561.12,44.6,30.03,entsoe.eu,false,
2021-01-10 08:00:00,Germany,Germany,DE,475.59,552.53,45.71,32.03,entsoe.eu,false,
2021-01-10 09:00:00,Germany,Germany,DE,453.25,528.01,48.22,35.28,entsoe.eu,false,
2021-01-10 10:00:00,Germany,Germany,DE,436.39,510.02,49.9,37.35,entsoe.eu,false,
2021-01-10 11:00:00,Germany,Germany,DE,422.25,494.33,51.56,39.26,entsoe.eu,false,
2021-01-10 12:00:00,Germany,Germany,DE,413.16,484.51,52.53,40.21,entsoe.eu,false,
2021-01-10 13:00:00,Germany,Germany,DE,419.34,490.92,51.82,39.27,entsoe.eu,false,
2021-01-10 14:00:00,Germany,Germany,DE,439.64,512.79,49.44,36.62,entsoe.eu,false,
2021-01-10 15:00:00,Germany,Germany,DE,454.11,525.74,49.03,36.61,entsoe.eu,false,
2021-01-10 16:00:00,Germany,Germany,DE,446.17,513.58,51.44,39.7,entsoe.eu,false,
2021-01-10 17:00:00,Germany,Germany,DE,442.34,509.81,51.71,39.74,entsoe.eu,false,
2021-01-10 18:00:00,Germany,Germany,DE,440.14,511.63,49.91,37.34,entsoe.eu,false,
2021-01-10 19:00:00,Germany,Germany,DE,439.07,510.72,49.95,37.13,entsoe.eu,false,
2021-01-10 20:00:00,Germany,Germany,DE,438.69,509.87,50.17,36.91,entsoe.eu,false,
2021-01-10 21:00:00,Germany,Germany,DE,441.77,512.87,49.99,36.47,entsoe.eu,false,
2021-01-10 22:00:00,Germany,Germany,DE,423.52,493.86,51.99,38.08,entsoe.eu,false,
2021-01-10 23:00:00,Germany,Germany,DE,407.85,476.55,54.07,40.35,entsoe.eu,false,
2021-01-11 00:00:00,Germany,Germany,DE,391.8,458.2,56.29,42.89,entsoe.eu,false,
2021-01-11 01:00:00,Germany,Germany,DE,380.88,446.11,57.52,44.18,entsoe.eu,false,
2021-01-11 02:00:00,Germany,Germany,DE,374.87,439.17,58.33,45.09,entsoe.eu,false,
2021-01-11 03:00:00,Germany,Germany,DE,370.74,435.06,58.22,45.46,entsoe.eu,false,
2021-01-11 04:00:00,Germany,Germany,DE,380.98,445.26,57.23,44.98,entsoe.eu,false,
2021-01-11 05:00:00,Germany,Germany,DE,390.88,455.27,55.82,44.41,entsoe.eu,false,
2021-01-11 06:00:00,Germany,Germany,DE,391.81,452.56,57.47,46.87,entsoe.eu,false,
2021-01-11 07:00:00,Germany,Germany,DE,389.88,448.91,58.37,48.22,entsoe.eu,false,
2021-01-11 08:00:00,Germany,Germany,DE,385.26,445.51,58.03,47.94,entsoe.eu,false,
2021-01-11 09:00:00,Germany,Germany,DE,376.2,435.92,58.92,49.04,entsoe.eu,false,
2021-01-11 10:00:00,Germany,Germany,DE,372.61,434.07,58.25,48.44,entsoe.eu,false,
2021-01-11 11:00:00,Germany,Germany,DE,370.6,431.63,58.51,48.9,entsoe.eu,false,
2021-01-11 12:00:00,Germany,Germany,DE,369.91,431.48,58.22,48.56,entsoe.eu,false,
2021-01-11 13:00:00,Germany,Germany,DE,370.96,432.34,58.12,48.42,entsoe.eu,false,
2021-01-11 14:00:00,Germany,Germany,DE,372.75,433.0,58.45,48.84,entsoe.eu,false,
2021-01-11 15:00:00,Germany,Germany,DE,369.72,429.51,58.78,49.33,entsoe.eu,false,
2021-01-11 16:00:00,Germany,Germany,DE,363.07,422.16,59.52,50.27,entsoe.eu,false,
2021-01-11 17:00:00,Germany,Germany,DE,349.35,408.12,60.52,51.26,entsoe.eu,false,
2021-01-11 18:00:00,Germany,Germany,DE,335.13,393.79,61.45,51.99,entsoe.eu,false,
2021-01-11 19:00:00,Germany,Germany,DE,316.21,372.92,63.77,54.21,entsoe.eu,false,
2021-01-11 20:00:00,Germany,Germany,DE,279.75,333.65,67.82,57.71,entsoe.eu,false,
2021-01-11 21:00:00,Germany,Germany,DE,267.33,321.02,69.0,58.65,entsoe.eu,false,
2021-01-11 22:00:00,Germany,Germany,DE,250.98,303.75,70.53,60.2,entsoe.eu,false,
2021-01-11 23:00:00,Germany,Germany,DE,226.83,276.92,73.5,62.55,entsoe.eu,false,
2021-01-12 00:00:00,Germany,Germany,DE,221.04,270.86,73.94,63.15,entsoe.eu,false,
2021-01-12 01:00:00,Germany,Germany,DE,225.82,276.48,73.3,62.01,entsoe.eu,false,
2021-01-12 02:00:00,Germany,Germany,DE,231.29,282.61,72.77,61.26,entsoe.eu,false,
2021-01-12 03:00:00,Germany,Germany,DE,251.82,305.14,70.35,58.69,entsoe.eu,false,
2021-01-12 04:00:00,Germany,Germany,DE,283.64,338.85,67.67,56.83,entsoe.eu,false,
