Datetime (UTC),Country,Zone name,Zone id,Carbon intensity gCO₂eq/kWh (direct),Carbon intensity gCO₂eq/kWh (Life cycle),Carbon-free energy percentage (CFE%),Renewable energy percentage (RE%),Data source,Data estimated,Data estimation method
2023-01-01 00:00:00,Germany,Germany,DE,142.01,186.14,83.52,78.12,entsoe.eu,false,
2023-01-01 01:00:00,Germany,Germany,DE,141.99,186.03,83.57,78.62,entsoe.eu,false,
2023-01-01 02:00:00,Germany,Germany,DE,150.01,195.82,82.65,77.42,entsoe.eu,false,
2023-01-01 03:00:00,Germany,Germany,DE,151.22,197.48,82.49,77.19,entsoe.eu,false,
2023-01-01 04:00:00,Germany,Germany,DE,149.68,195.81,82.7,77.42,entsoe.eu,false,
2023-01-01 05:00:00,Germany,Germany,DE,150.42,196.94,82.53,77.23,entsoe.eu,false,
2023-01-01 06:00:00,Germany,Germany,DE,148.24,194.45,82.84,77.64,entsoe.eu,false,
2023-01-01 07:00:00,Germany,Germany,DE,149.41,196.51,82.7,77.35,entsoe.eu,false,
2023-01-01 08:00:00,Germany,Germany,DE,143.0,190.14,83.43,78.36,entsoe.eu,false,
2023-01-01 09:00:00,Germany,Germany,DE,136.82,183.87,84.07,79.22,entsoe.eu,false,
2023-01-01 10:00:00,Germany,Germany,DE,135.2,182.35,84.41,79.48,entsoe.eu,false,
2023-01-01 11:00:00,Germany,Germany,DE,137.58,185.59,84.13,79.29,entsoe.eu,false,
2023-01-01 12:00:00,Germany,Germany,DE,145.99,194.79,83.21,77.93,entsoe.eu,false,
2023-01-01 13:00:00,Germany,Germany,DE,146.45,193.79,83.13,77.35,entsoe.eu,false,
2023-01-01 14:00:00,Germany,Germany,DE,151.43,197.05,82.92,76.32,entsoe.eu,false,
2023-01-01 15:00:00,Germany,Germany,DE,175.4,217.39,81.64,73.99,entsoe.eu,false,
2023-01-01 16:00:00,Germany,Germany,DE,174.77,214.69,82.29,73.4,entsoe.eu,false,
2023-01-01 17:00:00,Germany,Germany,DE,183.15,223.51,81.36,71.99,entsoe.eu,false,
2023-01-01 18:00:00,Germany,Germany,DE,182.25,225.29,80.95,72.13,entsoe.eu,false,
2023-01-01 19:00:00,Germany,Germany,DE,172.84,219.34,80.77,71.28,entsoe.eu,false,
2023-01-01 20:00:00,Germany,Germany,DE,168.29,215.48,80.98,71.76,entsoe.eu,false,
2023-01-01 21:00:00,Germany,Germany,DE,175.55,223.08,80.26,70.17,entsoe.eu,false,
2023-01-01 22:00:00,Germany,Germany,DE,177.93,228.11,79.47,69.72,entsoe.eu,false,
2023-01-01 23:00:00,Germany,Germany,DE,187.98,239.48,78.16,67.75,entsoe.eu,false,
2023-01-02 00:00:00,Germany,Germany,DE,193.32,245.69,77.48,67.13,entsoe.eu,false,
2023-01-02 01:00:00,Germany,Germany,DE,190.46,241.78,77.89,68.29,entsoe.eu,false,
2023-01-02 02:00:00,Germany,Germany,DE,185.8,235.9,78.49,69.02,entsoe.eu,false,
2023-01-02 03:00:00,Germany,Germany,DE,193.13,242.1,77.94,68.99,entsoe.eu,false,
2023-01-02 04:00:00,Germany,Germany,DE,201.48,249.82,77.2,68.45,entsoe.eu,false,
2023-01-02 05:00:00,Germany,Germany,DE,222.74,270.62,75.14,66.81,entsoe.eu,false,
2023-01-02 06:00:00,Germany,Germany,DE,250.73,298.67,72.58,65.38,entsoe.eu,false,
2023-01-02 07:00:00,Germany,Germany,DE,251.34,298.8,72.62,65.7,entsoe.eu,false,
2023-01-02 08:00:00,Germany,Germany,DE,261.62,308.83,71.86,66.1,entsoe.eu,false,
2023-01-02 09:00:00,Germany,Germany,DE,273.37,319.19,71.27,66.41,entsoe.eu,false,
2023-01-02 10:00:00,Germany,Germany,DE,273.5,319.12,71.31,66.84,entsoe.eu,false,
2023-01-02 11:00:00,Germany,Germany,DE,266.83,314.4,71.48,66.48,entsoe.eu,false,
2023-01-02 12:00:00,Germany,Germany,DE,274.89,323.28,70.46,64.69,entsoe.eu,false,
2023-01-02 13:00:00,Germany,Germany,DE,290.79,339.18,68.78,62.96,entsoe.eu,false,
2023-01-02 14:00:00,Germany,Germany,DE,306.55,355.43,67.2,60.6,entsoe.eu,false,
2023-01-02 15:00:00,Germany,Germany,DE,317.28,364.46,66.79,60.24,entsoe.eu,false,
2023-01-02 16:00:00,Germany,Germany,DE,327.97,367.89,67.76,62.52,entsoe.eu,false,
2023-01-02 17:00:00,Germany,Germany,DE,333.97,374.29,67.27,63.47,entsoe.eu,false,
2023-01-02 18:00:00,Germany,Germany,DE,331.86,375.47,66.53,62.65,entsoe.eu,false,
2023-01-02 19:00:00,Germany,Germany,DE,331.68,383.38,64.46,60.32,entsoe.eu,false,
2023-01-02 20:00:00,Germany,Germany,DE,336.34,389.63,63.66,59.2,entsoe.eu,false,
2023-01-02 21:00:00,Germany,Germany,DE,342.38,396.44,62.93,58.14,entsoe.eu,false,
2023-01-02 22:00:00,Germany,Germany,DE,341.24,395.95,63.04,58.25,entsoe.eu,false,
2023-01-02 23:00:00,Germany,Germany,DE,345.88,400.88,62.77,57.45,entsoe.eu,false,
2023-01-03 00:00:00,Germany,Germany,DE,353.94,409.73,61.93,56.34,entsoe.eu,false,
2023-01-03 01:00:00,Germany,Germany,DE,356.6,413.08,61.76,55.66,entsoe.eu,false,
2023-01-03 02:00:00,Germany,Germany,DE,365.49,422.87,60.75,53.69,entsoe.eu,false,
2023-01-03 03:00:00,Germany,Germany,DE,377.69,436.18,59.35,51.54,entsoe.eu,false,
2023-01-03 04:00:00,Germany,Germany,DE,397.56,457.68,57.1,49.06,entsoe.eu,false,
2023-01-03 05:00:00,Germany,Germany,DE,421.65,481.71,54.29,46.24,entsoe.eu,false,
2023-01-03 06:00:00,Germany,Germany,DE,440.48,495.37,53.86,46.97,entsoe.eu,false,
2023-01-03 07:00:00,Germany,Germany,DE,453.47,506.1,53.29,46.16,entsoe.eu,false,
2023-01-03 08:00:00,Germany,Germany,DE,452.35,503.62,53.88,47.23,entsoe.eu,false,
2023-01-03 09:00:00,Germany,Germany,DE,436.27,491.87,54.27,47.91,entsoe.eu,false,
2023-01-03 10:00:00,Germany,Germany,DE,422.3,475.5,56.31,50.44,entsoe.eu,false,
2023-01-03 11:00:00,Germany,Germany,DE,415.79,473.02,55.81,49.26,entsoe.eu,false,
2023-01-03 12:00:00,Germany,Germany,DE,424.67,482.33,54.83,47.77,entsoe.eu,false,
2023-01-03 13:00:00,Germany,Germany,DE,436.61,494.22,53.56,45.69,entsoe.eu,false,
2023-01-03 14:00:00,Germany,Germany,DE,453.72,509.49,52.35,43.83,entsoe.eu,false,
2023-01-03 15:00:00,Germany,Germany,DE,451.66,503.95,53.16,44.57,entsoe.eu,false,
2023-01-03 16:00:00,Germany,Germany,DE,436.25,480.6,56.38,49.6,entsoe.eu,false,
2023-01-03 17:00:00,Germany,Germany,DE,422.42,471.88,56.25,50.03,entsoe.eu,false,
2023-01-03 18:00:00,Germany,Germany,DE,403.08,458.43,56.3,49.93,entsoe.eu,false,
2023-01-03 19:00:00,Germany,Germany,DE,382.57,436.4,58.59,53.04,entsoe.eu,false,
2023-01-03 20:00:00,Germany,Germany,DE,345.42,397.92,62.21,56.3,entsoe.eu,false,
2023-01-03 21:00:00,Germany,Germany,DE,319.54,370.11,65.2,59.68,entsoe.eu,false,
2023-01-03 22:00:00,Germany,Germany,DE,273.68,322.26,69.92,64.65,entsoe.eu,false,
2023-01-03 23:00:00,Germany,Germany,DE,211.21,257.01,75.99,70.02,entsoe.eu,false,
2023-01-04 00:00:00,Germany,Germany,DE,190.48,234.62,78.25,72.47,entsoe.eu,false,
2023-01-04 01:00:00,Germany,Germany,DE,188.21,231.88,78.47,72.5,entsoe.eu,false,
2023-01-04 02:00:00,Germany,Germany,DE,187.45,231.24,78.51,71.74,entsoe.eu,false,
2023-01-04 03:00:00,Germany,Germany,DE,182.35,225.56,79.05,72.06,entsoe.eu,false,
2023-01-04 04:00:00,Germany,Germany,DE,176.8,218.46,79.85,74.34,entsoe.eu,false,
2023-01-04 05:00:00,Germany,Germany,DE,168.65,208.44,80.99,76.94,entsoe.eu,false,
2023-01-04 06:00:00,Germany,Germany,DE,170.74,210.51,80.84,77.11,entsoe.eu,false,
2023-01-04 07:00:00,Germany,Germany,DE,182.78,219.53,80.71,77.34,entsoe.eu,false,
