n,y,Pb,Tc,UCC,charging_costs,grid_carbon_intensity
1,213.4999998806855,1.0483928657495611,1.1350469671848578,1.0487987397611946,27.49,102.0
2,213.4999998806855,1.0483928657495611,1.1350469671848578,1.0483928657495611,27.49,97.0
3,127.03749883150266,1.0889802669128976,1.1405414861915084,1.0889802669128976,32.71,92.0
4,127.03749883150266,1.0889802669128976,1.1405414861915084,1.0889802669128976,32.71,94.0
5,82.08749888449238,1.1072243037358172,1.1405414862130157,1.1072243037358172,28.88,96.0
6,82.08749888449238,1.1072243037358172,1.1405414862130157,1.1072243037358172,28.88,98.0
7,20.471429900877755,1.1341134570065277,1.1424222783842681,1.1341134570065277,28.55,100.0
8,20.47142990087774,1.1341134570065277,1.1424222783842681,1.1341134570065277,28.55,98.0
9,416.9999999856095,0.8200684405052122,0.9893179033504843,0.8200684405052122,27.49,96.0
10,185.24999999687086,0.8200684405052122,0.8952566011590228,0.8200684405052122,27.49,96.5
11,-0.0,0.722273097402149,0.722273097402149,0.722273097402149,27.42,97.0
12,-0.0,0.722273097402149,0.722273097402149,0.722273097402149,27.42,95.5
13,-0.0,0.6629749043025186,0.6629749043025186,0.6629749043025186,27.42,94.0
14,-0.0,0.6629749043025186,0.6629749043025186,0.6629749043025186,27.42,91.0
15,-0.0,0.6292061865346227,0.6292061865346227,0.6292061865346227,25.55,88.0
16,-0.0,0.6292061865346227,0.6292061865346227,0.6292061865346227,25.55,85.0
17,-0.0,0.5951736506591652,0.5951736506591652,0.5951736506591652,30.15,82.0
18,-0.0,0.5951736506591652,0.5951736506591652,0.5951736506591652,30.15,85.5
19,-0.0,0.5696644690280082,0.5696644690280082,0.5696644690280082,27.6,89.0
20,-0.0,0.5696644690280082,0.5696644690280082,0.5696644690280082,27.6,89.5
21,-0.0,0.5949910073539301,0.5949910073539301,0.5949910073539301,31.55,90.0
22,-0.0,0.5949910073539301,0.5949910073539301,0.5949910073539301,31.55,94.0
23,-0.0,0.6140062047989532,0.6140062047989532,0.6140062047989532,28.88,98.0
24,-0.0,0.6140062047989532,0.6140062047989532,0.6140062047989532,28.88,105.5
25,-0.0,0.7149267777915892,0.7149267777915892,0.7149267777915892,29.38,113.0
26,449.24999999591796,0.7149267777915892,0.8972656775162212,0.8972656775178779,29.38,125.5
27,406.5475609535058,1.0508078161187797,1.2158149056027387,1.4428821113566093,31.18,138.0
28,406.5475609535058,1.0508078161187797,1.2158149056027387,1.437707217708284,31.18,145.0
29,138.2475609925425,1.1597038134400113,1.2158149056185825,1.5338181836630647,31.88,152.0
30,138.2475609925427,1.1597038134400113,1.2158149056185827,1.5194096562500803,31.88,156.5
31,126.89756099581474,1.16431048347205,1.2158149056199108,1.5019976611510089,35.31,161.0
32,126.89756100073463,1.16431048347205,1.2158149056219076,1.522291361732677,35.31,160.5
33,95.39756101943036,1.177095514838501,1.2158149056294958,1.5422806568056202,34.42,160.0
34,95.39756101945987,1.177095514838501,1.2158149056295078,1.5165076570669016,34.42,159.0
35,192.99756098797593,1.1374822113030847,1.2158149056167291,1.4527448498393003,35.31,158.0
36,192.99756098800205,1.1374822113030847,1.2158149056167398,1.4294070941703818,35.31,159.5
37,448.9475609579662,1.0335987580255208,1.2158149056045449,1.2978227395988409,33.75,161.0
38,448.9475609580371,1.0335987580255208,1.2158149056045737,1.268092468246697,33.75,158.0
39,261.14756097787347,1.1098218974102667,1.2158149056126248,1.3194558244188994,33.73,155.0
40,261.14756097795964,1.1098218974102667,1.2158149056126597,1.2950019152179892,33.73,154.5
41,276.49756097612425,1.1035917313316987,1.215814905611919,1.2638104974239692,33.63,154.0
