n,y,Pb,Tc,UCC,charging_costs,grid_carbon_intensity
1,199.0,1.09306036473466,1.1708652123871968,1.0934513438685922,23.33,68.0
2,197.5,1.09306036473466,1.1702787436862983,1.09306036473466,23.33,69.0
3,116.75,1.1169491898179262,1.1625960037045278,1.1169491898179262,28.64,70.0
4,111.75,1.1169491898179262,1.160641108034866,1.1169491898179262,28.64,74.0
5,177.5,1.0940573615261875,1.1634561577991789,1.0940573615261875,26.41,78.0
6,173.75,1.0940573615261875,1.1619899860469325,1.0940573615261875,26.41,78.0
7,209.0,1.0995115204445396,1.1812261594364,1.0995115204445396,19.33,78.0
8,214.75,1.0995115204445396,1.183474289456511,1.0995115204445396,19.33,73.0
9,222.25,0.9377830016934288,1.0246781142098926,0.9377830016934288,18.87,68.0
10,100.0,0.9377830016934288,0.9768809150866633,0.9377830016934288,18.87,65.5
11,0.0,0.7824078938687105,0.7824078938687105,0.7824078938687105,17.16,63.0
12,0.0,0.7824078938687105,0.7824078938687105,0.7824078938687105,17.16,61.5
13,0.0,0.6640389610706966,0.6640389610706966,0.6640389610706966,16.63,60.0
14,0.0,0.6640389610706966,0.6640389610706966,0.6640389610706966,16.63,60.0
15,0.0,0.6426524024445972,0.6426524024445972,0.6426524024445972,14.55,60.0
16,0.0,0.6426524024445972,0.6426524024445972,0.6426524024445972,14.55,58.0
17,0.0,0.6116673060804588,0.6116673060804588,0.6116673060804588,15.9,56.0
18,0.0,0.6116673060804588,0.6116673060804588,0.6116673060804588,15.9,57.5
19,0.0,0.6077575147411354,0.6077575147411354,0.6077575147411354,15.35,59.0
20,0.0,0.6077575147411354,0.6077575147411354,0.6077575147411354,15.35,58.5
21,0.0,0.6139936319273563,0.6139936319273563,0.6139936319273563,18.15,58.0
22,0.0,0.6139936319273563,0.6139936319273563,0.6139936319273563,18.15,60.0
23,0.0,0.6417726993932494,0.6417726993932494,0.6417726993932494,28.05,62.0
24,0.0,0.6417726993932494,0.6417726993932494,0.6417726993932494,28.05,66.0
25,0.0,0.7346106947454851,0.7346106947454851,0.7346106947454851,28.88,70.0
