n,y,Pb,Tc,UCC,charging_costs,grid_carbon_intensity
1,417.0,0.8138891092356989,1.083002028833912,0.814534463958956,26.59,187.0
2,417.0,0.8138891092356989,1.083002028833912,0.8138891092356989,26.59,187.0
3,50.5,0.7982069894605511,0.8307974029850349,0.7982069894605511,30.65,187.0
4,54.0,0.7982069894605511,0.8330561445164348,0.7982069894605511,30.65,187.5
5,72.75,0.8006593374089283,0.8476088935258826,0.8006593374089283,30.01,188.0
6,68.25,0.8006593374089283,0.8447047972712257,0.8006593374089283,30.01,185.0
7,366.75,0.8050154817909136,1.0416993265454573,0.8050154817909136,27.6,182.0
8,361.25,0.8050154817909136,1.0381498755675431,0.8050154817909136,27.6,180.5
9,146.0,0.7910435520323973,0.8852653416279347,0.7910435520323973,29.94,179.0
10,54.0,0.7910435520323973,0.825892707088281,0.7910435520323973,29.94,179.5
11,0.0,0.7841382564935463,0.7841382564935463,0.7841382564935463,28.3,180.0
12,0.0,0.7841382564935463,0.7841382564935463,0.7841382564935463,28.3,180.5
13,0.0,0.7245720155369154,0.7245720155369154,0.7245720155369154,29.32,181.0
14,0.0,0.7245720155369154,0.7245720155369154,0.7245720155369154,29.32,181.5
15,0.0,0.7282828051956438,0.7282828051956438,0.7282828051956438,27.26,182.0
16,0.0,0.7282828051956438,0.7282828051956438,0.7282828051956438,27.26,181.0
17,0.0,0.7276374504723867,0.7276374504723867,0.7276374504723867,29.11,180.0
18,0.0,0.7276374504723867,0.7276374504723867,0.7276374504723867,29.11,180.0
19,0.0,0.7358334554577519,0.7358334554577519,0.7358334554577519,27.51,180.0
20,0.0,0.7358334554577519,0.7358334554577519,0.7358334554577519,27.51,178.0
21,0.0,0.759033957758845,0.759033957758845,0.759033957758845,27.72,176.0
22,0.0,0.759033957758845,0.759033957758845,0.759033957758845,27.72,179.5
23,0.0,0.7672944982165358,0.7672944982165358,0.7672944982165358,28.64,183.0
24,0.0,0.7672944982165358,0.7672944982165358,0.7672944982165358,28.64,184.0
25,0.0,0.779491702486095,0.779491702486095,0.779491702486095,28.69,185.0
26,409.5,0.779491702486095,1.0437644616598798,1.0694173119093497,28.69,184.5
27,914.25,0.7877522429437861,1.377767798681595,1.4111649056101503,27.72,184.0
28,922.75,0.7877522429437861,1.3832533138292804,1.4029366328886221,27.72,189.0
29,811.5,0.8056285687780078,1.329333926701149,1.400484284940245,29.04,194.0
30,809.0,0.8056285687780078,1.3277205398930063,1.3775741922646179,29.04,197.0
31,268.75,0.8145021962227931,0.9879412780981401,1.351437325972705,31.34,200.0
32,332.25,0.8145021962227931,1.0289213030249664,1.3837050621355602,31.34,205.0
33,1115.5,0.7969485477501999,1.5168417415435014,1.3776064600007807,27.5,210.0
34,1122.5,0.7969485477501999,1.521359224606301,1.3366264350739545,27.5,213.0
35,0.0,0.7728768165727097,0.7728768165727097,1.2741560978626665,35.31,216.0
36,0.0,0.7728768165727097,0.7728768165727097,1.237048201275383,35.31,220.0
37,838.75,0.7666168757571095,1.3079081498890068,1.1867428005974852,29.59,224.0
38,888.75,0.7666168757571095,1.3401758860518622,1.1394705671189023,29.59,220.0
39,18.5,0.7578077837846564,0.7697468461649128,1.0911334983469514,32.8,216.0
40,20.25,0.7578077837846564,0.7708762169306127,1.0522508762707108,32.8,217.5
41,217.5,0.7450942957364913,0.8854589480449119,0.9998480727422339,31.78,219.0
42,209.5,0.7450942957364913,0.880296110258855,0.9758086093009066,31.78,220.0
43,2.75,0.7404477417290402,0.7422224672179972,0.9471225918521282,32.9,221.0
44,2.75,0.7404477417290402,0.7422224672179972,0.9137254849235731,32.9,222.0
45,591.75,0.7459332568767255,1.127821914364118,0.8935581498217885,30.91,223.0
46,624.0,0.7459332568767255,1.1486346041891595,0.8738748307624468,30.91,222.0
47,0.0,0.8120175805382532,0.8120175805382532,0.9299561562134893,32.99,221.0
48,0.0,0.8120175805382532,0.8120175805382532,0.909950159792519,32.99,218.5
49,94.5,0.8128565416784874,0.8738425630262839,0.8961073009786541,31.88,216.0
50,96.0,0.8128565416784874,0.8748105951111695,0.8819094970669977,31.88,216.0
51,124.0,0.8026276693148624,0.8826516549987435,0.8616776264928876,31.88,216.0
52,119.25,0.8026276693148624,0.8795862200632723,0.8516746282824024,31.88,216.5
53,8.75,0.8071451523776622,0.8127920062061618,0.8442530489649457,32.81,217.0
54,5.5,0.8071451523776622,0.8106946033555762,0.8297325676916608,32.81,218.0
55,464.75,0.81740629247745,1.1173349001111899,0.8317654350699206,30.95,219.0
56,476.5,0.81740629247745,1.1249178181094608,0.8280546454111922,30.95,220.5
57,280.0,0.8217301691232662,1.0024294916352559,0.828022377675023,31.74,222.0
58,308.75,0.8217301691232662,1.0209834399288975,0.8246342653779232,31.74,222.5
59,143.0,0.8361861149242255,0.9284718403499915,0.8379608404131824,31.88,223.0
60,161.25,0.8361861149242255,0.9402495640494337,0.8379608404131824,31.88,224.0
61,35.0,0.8031439530934681,0.8257313684074667,0.8031439530934681,32.11,225.0
62,57.5,0.8031439530934681,0.8402518496807516,0.8031439530934681,32.11,227.5
63,742.75,0.8125338643168525,1.2918710850160677,0.8125338643168525,30.03,230.0
64,743.0,0.8125338643168525,1.2920324236968819,0.8125338643168525,30.03,232.0
65,2.75,0.8322494511123635,0.8340241766013204,0.9706780392510126,35.31,234.0
66,7.25,0.8322494511123635,0.8369282728559775,1.1023304027954621,35.31,239.0
