n,y,Pb,Tc,UCC,charging_costs,grid_carbon_intensity
1,70.75,0.8090364219120583,0.8584338992370016,0.8097346194714214,24.55,94.0
2,68.75,0.8090364219120583,0.8570375041182753,0.8090364219120583,24.55,95.0
3,63.25,0.8041141291185481,0.8482751247482677,0.8041141291185481,32.01,96.0
4,47.5,0.8041141291185481,0.8372785131882979,0.8041141291185481,32.01,97.5
5,24.0,0.8089316922781538,0.8256884337028695,0.8089316922781538,32.64,99.0
6,33.0,0.8089316922781538,0.8319722117371379,0.8089316922781538,32.64,98.5
7,40.0,0.7985285486436428,0.826456451018169,0.7985285486436428,26.87,98.0
8,41.0,0.7985285486436428,0.8271546485775322,0.7985285486436428,26.87,98.0
9,44.0,0.8050916057016564,0.8358122983136352,0.8050916057016564,28.34,98.0
10,7.0,0.8050916057016564,0.8099789886171984,0.8050916057016564,28.34,99.0
11,0.0,0.7940600842637185,0.7940600842637185,0.7940600842637185,23.98,100.0
12,0.0,0.7940600842637185,0.7940600842637185,0.7940600842637185,23.98,100.5
13,0.0,0.7965037757214896,0.7965037757214896,0.7965037757214896,27.74,101.0
14,0.0,0.7965037757214896,0.7965037757214896,0.7965037757214896,27.74,102.0
15,0.0,0.7933618867043554,0.7933618867043554,0.7933618867043554,24.25,103.0
16,0.0,0.7933618867043554,0.7933618867043554,0.7933618867043554,24.25,103.0
17,0.0,0.7911625643923614,0.7911625643923614,0.7911625643923614,26.61,103.0
18,0.0,0.7911625643923614,0.7911625643923614,0.7911625643923614,26.61,103.0
19,0.0,0.8087920527662812,0.8087920527662812,0.8087920527662812,26.61,103.0
20,0.0,0.8087920527662812,0.8087920527662812,0.8087920527662812,26.61,104.5
21,0.0,0.8426546343953943,0.8426546343953943,0.8426546343953943,27.03,106.0
22,0.0,0.8426546343953943,0.8426546343953943,0.8426546343953943,27.03,108.0
23,0.0,0.8340318945372592,0.8340318945372592,0.8340318945372592,28.32,110.0
24,0.0,0.8340318945372592,0.8340318945372592,0.8340318945372592,28.32,111.5
25,0.0,0.8645780377593973,0.8645780377593973,0.8645780377593973,27.72,113.0
26,13.75,0.8645780377593973,0.8741782542006408,0.9459180534252052,27.72,115.5
27,17.0,0.8611917795964861,0.8730611381056598,1.0474359785566083,28.41,118.0
28,0.0,0.8611917795964861,0.8611917795964861,1.046912330387086,28.41,121.0
29,0.0,0.8718043824988061,0.8718043824988061,1.053335747933227,25.41,124.0
30,0.0,0.8718043824988061,0.8718043824988061,1.0468774205091178,25.41,122.0
31,0.0,0.8802874828450684,0.8802874828450684,1.042269316617321,30.7,120.0
32,1.0,0.8802874828450684,0.8809856804044316,1.042269316617321,30.7,119.5
33,6.5,0.8704428972580479,0.8749811813939085,1.0380103115052057,30.03,119.0
34,0.0,0.8704428972580479,0.8704428972580479,1.0278864468944398,30.03,120.5
35,0.0,0.8577357016776385,0.8577357016776385,1.0041826397540607,33.49,122.0
36,2.75,0.8577357016776385,0.8596557449658871,0.9909168861261607,33.49,120.0
37,18.25,0.7790837466153787,0.7918258520737563,0.8991737268258417,34.79,118.0
38,2.75,0.7790837466153787,0.7810037899036274,0.8810205902823997,34.79,120.0
39,0.0,0.7389722968299655,0.7389722968299655,0.8314834734455838,35.31,122.0
40,0.0,0.7389722968299655,0.7389722968299655,0.8215341582246588,35.31,121.5
41,0.0,0.7022471052074634,0.7022471052074634,0.7697977190758488,34.19,121.0
42,29.25,0.7022471052074634,0.7226693838188357,0.7617684471431725,34.19,115.5
43,47.0,0.7546119221597001,0.7874272074497685,0.8092458811798672,33.96,110.0
44,55.0,0.7546119221597001,0.7930127879246738,0.8001693129081461,33.96,106.0
45,59.25,0.6894700898711176,0.7308382952633846,0.72979099892434,32.01,102.0
46,79.5,0.6894700898711176,0.7449767958404886,0.7278709556360913,32.01,98.5
47,112.25,0.6890511713354996,0.7674238473740141,0.726928388930951,31.42,95.0
48,174.25,0.6890511713354996,0.8107120960545299,0.7232628517442945,31.42,90.5
49,226.0,0.7133135365233694,0.8711061849394429,0.7456051736439155,26.98,86.0
50,265.0,0.7133135365233694,0.8983358897546061,0.7401941425588511,26.98,85.0
51,288.25,0.6875849564608371,0.8888404029472671,0.7099272783604581,24.35,84.0
52,299.75,0.6875849564608371,0.8968696748799434,0.707483586902687,24.35,83.0
53,303.5,0.7443484180370616,0.9562513773037798,0.7612797088516182,25.64,82.0
54,263.0,0.7443484180370616,0.927974376149572,0.7529013381392603,25.64,85.0
55,193.25,0.7978652609622477,0.9327919393091778,0.8024035450981083,23.1,88.0
56,237.0,0.7978652609622477,0.9633380825313159,0.8010071499793819,23.1,85.5
57,301.5,0.8194046556686011,1.029911219816593,0.8213246989568498,22.6,83.0
58,204.75,0.8194046556686011,0.9623606059482075,0.8213246989568498,22.6,87.0
59,154.75,0.8482402148702995,0.9562862871817481,0.8501602581585482,21.25,91.0
60,123.25,0.8482402148702995,0.9342930640618087,0.8501602581585482,21.25,94.0
61,96.0,0.7922447706093674,0.8592717363082304,0.7922447706093674,20.27,97.0
62,71.25,0.7922447706093674,0.8419913467139923,0.7922447706093674,20.27,101.5
63,56.5,0.8081287650848792,0.8475769271888975,0.8081287650848792,24.81,106.0
64,39.0,0.8081287650848792,0.8353584699000424,0.8081287650848792,24.81,110.5
65,40.75,0.8685577638477674,0.8970093143918161,0.9011984997479949,35.31,115.0
66,22.0,0.8685577638477674,0.8839181101537569,0.9275554576139542,35.31,116.5
67,5.5,0.9121602014299965,0.9160002880064939,0.9687142037384123,35.31,118.0
68,0.0,0.9121602014299965,0.9121602014299965,0.9662705122806412,35.31,120.5
69,0.0,0.9627097047278891,0.9627097047278891,1.0145508735106035,35.31,123.0
70,0.0,0.9627097047278891,0.9627097047278891,1.010710786934106,35.31,121.0
71,0.0,0.9982828703774419,0.9982828703774419,1.043840261125888,35.31,119.0
72,0.0,0.9982828703774419,0.9982828703774419,1.0424438660071615,35.31,120.0
73,0.0,1.0834978824977082,1.0834978824977082,1.127658878127428,35.31,121.0
74,0.0,1.0834978824977082,1.0834978824977082,1.1238187915509306,35.31,119.0
75,1.0,1.2239403215636144,1.2246385191229774,1.2611193415997024,35.31,117.0
76,2.75,1.2239403215636144,1.2258603648518631,1.2571047056333642,35.31,112.5
77,8.25,1.2114076753730456,1.2171678052377917,1.2421283679850246,35.31,108.0
78,7.75,1.2114076753730456,1.2168187064581102,1.2410810716459797,35.31,109.5
79,2.75,1.2204842436447667,1.2224042869330154,1.2473648496802483,28.64,111.0
80,4.0,1.2204842436447667,1.2232770338822192,1.243524763103751,28.64,110.0
81,8.25,1.2519380436940768,1.2576981735588229,1.274978563153061,35.0,109.0
82,2.75,1.2519380436940768,1.2538580869823255,1.2728839704749715,35.0,110.5
83,2.75,1.4999727266578384,1.5018927699460871,1.515158523573987,29.89,112.0
84,10.75,1.4999727266578384,1.5074783504209923,1.5123657333365343,29.89,106.5
85,12.0,1.5652192885803256,1.5735976592926835,1.574819505021569,32.01,101.0
86,13.75,1.5652192885803256,1.574819505021569,1.5735976592926835,32.01,101.0
87,16.25,1.8969678589117294,1.9083135692513808,1.9044734826748835,20.33,101.0
88,30.5,1.8969678589117294,1.9182628844723058,1.9027279887764754,20.33,99.0
89,51.0,1.8776626963953384,1.9132707719228594,1.8834228262600845,24.44,97.0
90,65.25,1.8776626963953384,1.9232200871437843,1.8830737274804028,24.44,95.0
91,75.0,1.9726175644687278,2.0249823814209646,1.9754103547061803,18.91,93.0
92,81.0,1.9726175644687278,2.0291715667771433,1.9745376077569765,18.91,90.0
93,84.5,2.045230110642496,2.104227804408683,2.047150153930745,21.19,87.0
94,77.5,2.045230110642496,2.0993404214931406,2.047150153930745,21.19,91.5
95,63.25,1.9524745648811004,1.9966355605108201,1.954394608169349,17.32,96.0
96,57.25,1.9524745648811004,1.992446375154641,1.954394608169349,17.32,96.0
