n,y,Pb,Tc,UCC,charging_costs,grid_carbon_intensity
1,439.0,1.0175487884329144,1.193215907911482,1.017948941324665,25.29,64.0
2,444.5,1.0175487884329144,1.195416748816111,1.0175487884329144,25.29,64.0
3,153.5,1.053582556335067,1.1150060252188028,1.053582556335067,27.72,64.0
4,155.0,1.053582556335067,1.115606254556429,1.053582556335067,27.72,64.0
5,306.0,1.0489807980799335,1.1714275829556549,1.0489807980799335,26.31,64.0
6,310.0,1.0489807980799335,1.1730281945226577,1.0489807980799335,26.31,65.0
7,379.5,1.0806128841728282,1.2324709065922277,1.0806128841728282,25.32,66.0
8,382.5,1.0806128841728282,1.23367136526748,1.0806128841728282,25.32,65.5
9,501.0,0.9375182100827697,1.1379948088498821,0.9375182100827697,24.49,65.0
10,232.75,0.9375182100827697,1.0306537956377506,0.9375182100827697,24.49,65.5
11,0.0,0.7415233237032614,0.7415233237032614,0.7415233237032614,23.01,66.0
12,0.0,0.7415233237032614,0.7415233237032614,0.7415233237032614,23.01,66.0
13,0.0,0.6515289383485277,0.6515289383485277,0.6515289383485277,22.73,66.0
14,0.0,0.6515289383485277,0.6515289383485277,0.6515289383485277,22.73,67.0
15,0.0,0.6367232813537509,0.6367232813537509,0.6367232813537509,20.6,68.0
16,0.0,0.6367232813537509,0.6367232813537509,0.6367232813537509,20.6,66.5
17,0.0,0.6122739396677817,0.6122739396677817,0.6122739396677817,24.25,65.0
18,0.0,0.6122739396677817,0.6122739396677817,0.6122739396677817,24.25,65.0
19,0.0,0.6202169745690336,0.6202169745690336,0.6202169745690336,23.1,65.0
20,0.0,0.6202169745690336,0.6202169745690336,0.6202169745690336,23.1,64.5
21,0.0,0.6155952086693127,0.6155952086693127,0.6155952086693127,22.02,64.0
22,0.0,0.6155952086693127,0.6155952086693127,0.6155952086693127,22.02,64.0
23,0.0,0.6341623028465463,0.6341623028465463,0.6341623028465463,25.41,64.0
24,0.0,0.6341623028465463,0.6341623028465463,0.6341623028465463,25.41,64.5
25,0.0,0.7574093935057691,0.7574093935057691,0.7574093935057691,32.11,65.0
26,702.25,0.7574093935057691,1.0384167617377147,1.0472201253562305,32.11,71.5
27,875.25,0.9524239053004842,1.3026577238053048,1.5509525931366286,33.11,78.0
28,894.75,0.9524239053004842,1.3104607051944437,1.5409487708428604,33.11,89.5
29,169.75,1.1121849473319605,1.1801109007066457,1.6840034296437438,33.63,101.0
30,166.5,1.1121849473319605,1.178810403808456,1.658593721017573,33.63,107.5
31,0.0,1.1749089131138863,1.1749089131138863,1.6884051114530017,35.31,114.0
32,3.5,1.1749089131138863,1.1763094482350138,1.7167159285443654,35.31,116.5
33,2.0,1.169406810852314,1.1702071166358152,1.7196170370095583,35.31,119.0
34,2.75,1.169406810852314,1.1705072313046283,1.6746998749105395,35.31,117.0
35,2.75,1.1264503979228737,1.1275508183751881,1.593728937264781,35.31,115.0
36,2.75,1.1264503979228737,1.1275508183751881,1.5550141449878985,35.31,113.0
37,8.25,1.0260720450272005,1.0293733063841441,1.4156208851465297,35.31,111.0
38,3.25,1.0260720450272005,1.0273725419253905,1.375405519525582,35.31,111.0
39,65.0,1.0865551546153225,1.1125650925791195,1.4015755186460794,34.74,111.0
40,67.75,1.0865551546153225,1.113665513031434,1.3667622170637665,34.74,108.0
41,2.75,1.0507214631590494,1.0518218836113638,1.2948147271269905,35.31,105.0
42,2.75,1.0507214631590494,1.0518218836113638,1.269304980277882,35.31,107.5
43,113.25,1.1016609262789163,1.1469782412696856,1.2929340085357621,34.38,110.0
44,106.25,1.1016609262789163,1.1441771710274307,1.2612218918645173,34.38,111.0
45,402.5,1.1306319956416686,1.2916935345713347,1.2666839788369146,33.26,112.0
46,424.0,1.1306319956416686,1.3002968217439754,1.2491772898228204,33.26,112.0
47,1381.75,1.1175469960814202,1.670458254257982,1.2260884679688038,32.34,112.0
48,1456.25,1.1175469960814202,1.700269644693411,1.210382466967588,32.34,112.0
49,481.25,0.8741940149632137,1.0667675941182493,0.9519237141857917,33.26,112.0
50,507.75,0.8741940149632137,1.0773716457496434,0.9383185158662671,33.26,112.0
51,1459.25,1.017728857234198,1.601651964521441,1.0724497651811096,32.34,112.0
52,1473.25,1.017728857234198,1.6072541050059512,1.0629461340020299,32.34,112.5
53,277.75,1.0823535492519438,1.1934960149357072,1.11616646860488,33.31,113.0
54,301.5,1.0823535492519438,1.202999646114787,1.1051622640817351,33.31,115.0
55,1433.0,1.101460849833041,1.6748799437118276,1.1170668126113192,32.34,117.0
56,1572.0,1.101460849833041,1.7305011956651781,1.113365398362625,32.34,117.0
57,641.0,1.114485826459527,1.3709838300717407,1.1213884638422271,33.24,117.0
58,722.0,1.114485826459527,1.4033962143035492,1.1184873553770343,33.24,119.0
59,828.0,1.0595448344221527,1.3908714287917516,1.0628460957790962,33.18,121.0
60,936.0,1.0595448344221527,1.4340879411008296,1.062545981110283,33.18,122.0
61,1734.5,1.0625659887548706,1.7566311794965002,1.0629661416466214,30.51,123.0
62,1751.5,1.0625659887548706,1.7634337786562624,1.0625659887548706,30.51,122.5
63,151.5,1.0661273494914523,1.1267505125916868,1.0661273494914523,33.96,122.0
64,185.0,1.0661273494914523,1.140155634465336,1.0661273494914523,33.96,125.5
65,24.0,1.044439062758563,1.0540427321605803,1.170987414774729,35.31,129.0
66,29.75,1.044439062758563,1.0563436112881468,1.2982360343514592,35.31,128.5
67,5.5,1.1041018589185956,1.1063026998232246,1.3535971869251717,35.31,128.0
68,5.5,1.1041018589185956,1.1063026998232246,1.3458942437589703,35.31,130.0
69,2.5,1.1379147782715318,1.1389151605009087,1.3697033408181383,35.31,132.0
70,1.25,1.1379147782715318,1.1384149693862202,1.3571985629509282,35.31,128.5
71,5.5,1.1330529206367606,1.1352537615413896,1.3422328447994512,35.31,125.0
72,2.75,1.1330529206367606,1.1341533410890752,1.3299281433781165,35.31,123.0
73,1.75,1.1436769799127422,1.144377247473306,1.3254464309905083,35.31,121.0
74,0.0,1.1436769799127422,1.1436769799127422,1.3151424940279273,35.31,123.0
75,5.5,1.1182472636419838,1.1204481045466128,1.2766077705523327,35.31,125.0
76,0.0,1.1182472636419838,1.1182472636419838,1.2653034513603747,35.31,124.5
77,26.0,1.0679280375043305,1.0783320126898492,1.1986779948838793,34.65,124.0
78,23.25,1.0679280375043305,1.0772315922375348,1.180571076532159,34.65,123.5
79,27.75,1.1189075159133723,1.130011758659455,1.209942298786662,34.65,123.0
80,27.75,1.1189075159133723,1.130011758659455,1.195536794683636,34.65,120.0
81,85.25,1.0669676705641287,1.1010807045858777,1.1333930505947487,32.82,117.0
82,78.75,1.0669676705641287,1.0984797107894981,1.1230891136321677,32.82,109.0
83,46.25,1.048780721634058,1.067287792877529,1.0963989157523943,34.0,101.0
84,39.25,1.048780721634058,1.064486722635274,1.0902965841531957,34.0,96.5
85,54.25,1.024851578707365,1.0465598730848418,1.0584644216144259,33.05,92.0
86,65.5,1.024851578707365,1.0510615931170375,1.055563313149233,33.05,89.0
87,200.0,1.0678680145705677,1.1478985929207124,1.0934777996426142,27.72,86.0
88,232.0,1.0678680145705677,1.1607034854567355,1.0881757738269169,27.72,81.0
89,102.75,0.8556269207859841,0.8967426304133709,0.8746341831441434,31.58,76.0
90,113.75,0.8556269207859841,0.9011443122226289,0.8731336098000783,31.58,73.5
91,543.5,1.054362854473981,1.271845951140499,1.0679680527935054,23.1,71.0
92,554.0,1.054362854473981,1.2760475565038816,1.0654670972200635,23.1,69.0
93,589.25,1.0767113934782586,1.3125014849423724,1.086615177549089,21.7,67.0
94,613.75,1.0767113934782586,1.3223052307902652,1.085414718873837,21.7,65.0
95,628.75,1.1018610027247917,1.353457133413059,1.1078632961010526,12.71,63.0
96,638.25,1.1018610027247917,1.3572585858846908,1.1049621876358597,12.71,63.0
