n,y,Pb,Tc,UCC,charging_costs,grid_carbon_intensity
1,588.7055554904754,0.8090364219120583,1.22006920393904,0.8097346194714214,24.55,94.0
2,588.7055554904754,0.8090364219120583,1.22006920393904,0.8090364219120583,24.55,95.0
3,595.7555554886569,0.8041141291185481,1.22006920393777,0.8041141291185481,32.01,96.0
4,595.7555554886569,0.8041141291185481,1.22006920393777,0.8041141291185481,32.01,97.5
5,588.8555554904381,0.8089316922781538,1.2200692039390137,0.8089316922781538,32.64,99.0
6,588.8555554907313,0.8089316922781538,1.2200692039392182,0.8089316922781538,32.64,98.5
7,603.7555554875667,0.7985285486436428,1.220069203937009,0.7985285486436428,26.87,98.0
8,603.7555554887431,0.7985285486436428,1.2200692039378302,0.7985285486436428,26.87,98.0
9,594.3555554935567,0.8050916057016564,1.2200692039411911,0.8050916057016564,28.34,98.0
10,296.999999997889,0.8050916057016564,1.0124562808310402,0.8050916057016564,28.34,99.0
11,-0.0,0.7940600842637185,0.7940600842637185,0.7940600842637185,23.98,100.0
12,-0.0,0.7940600842637185,0.7940600842637185,0.7940600842637185,23.98,100.5
13,-0.0,0.7965037757214896,0.7965037757214896,0.7965037757214896,27.74,101.0
14,-0.0,0.7965037757214896,0.7965037757214896,0.7965037757214896,27.74,102.0
15,-0.0,0.7933618867043554,0.7933618867043554,0.7933618867043554,24.25,103.0
16,-0.0,0.7933618867043554,0.7933618867043554,0.7933618867043554,24.25,103.0
17,-0.0,0.7911625643923614,0.7911625643923614,0.7911625643923614,26.61,103.0
18,-0.0,0.7911625643923614,0.7911625643923614,0.7911625643923614,26.61,103.0
19,-0.0,0.8087920527662812,0.8087920527662812,0.8087920527662812,26.61,103.0
20,-0.0,0.8087920527662812,0.8087920527662812,0.8087920527662812,26.61,104.5
21,-0.0,0.8426546343953943,0.8426546343953943,0.8426546343953943,27.03,106.0
22,-0.0,0.8426546343953943,0.8426546343953943,0.8426546343953943,27.03,108.0
23,-0.0,0.8340318945372592,0.8340318945372592,0.8340318945372592,28.32,110.0
24,-0.0,0.8340318945372592,0.8340318945372592,0.8340318945372592,28.32,111.5
25,-0.0,0.8645780377593973,0.8645780377593973,0.8645780377593973,27.72,113.0
26,536.0562605961924,0.8645780377593973,1.2388512105889995,1.370247620128164,27.72,115.5
27,540.9062606130618,0.8611917795964861,1.2388512106007776,1.9055207790139281,28.41,118.0
28,540.9062606130618,0.8611917795964861,1.2388512106007776,1.8880658400298491,28.41,121.0
29,525.7062606134589,0.8718043824988061,1.238851210601055,1.8695286948287575,25.41,124.0
30,525.7062606134589,0.8718043824988061,1.238851210601055,1.8251931498091971,25.41,122.0
31,513.5562606137827,0.8802874828450684,1.2388512106012808,1.7762495008978398,30.7,120.0
32,513.556260615569,0.8802874828450684,1.238851210602528,1.825646978222783,30.7,119.5
33,527.6562606163112,0.8704428972580479,1.2388512106030465,1.8304645413823888,30.03,119.0
34,527.6562606163196,0.8704428972580479,1.2388512106030523,1.7520918653438744,30.03,120.5
35,545.856260615866,0.8577357016776385,1.2388512106027354,1.673055901623965,33.49,122.0
36,545.8562606158848,0.8577357016776385,1.2388512106027487,1.6055052877555798,33.49,120.0
37,658.5062606132916,0.7790837466153787,1.238851210600938,1.4587790706554122,34.79,118.0
38,658.5062606133363,0.7790837466153787,1.2388512106009693,1.388610215939415,34.79,120.0
39,715.9562606121889,0.7389722968299655,1.2388512106001683,1.2886283254386108,35.31,122.0
40,715.9562606122782,0.7389722968299655,1.2388512106002305,1.2278851377740163,35.31,121.5
