date,n,y,Pb,Tc,UCC,charging_costs,grid_carbon_intensity
2024-02-07,1,93.08870798164001,584.0,677.08870798164,685.75,41.17,134.53
2024-02-07,2,100.86798439559469,608.0,708.8679843955947,707.0,39.7575,135.2725
2024-02-07,3,105.62839902843061,616.0,721.6283990284306,715.0,38.345,136.015
2024-02-07,4,124.76042156713828,496.0,620.7604215671383,581.25,36.932500000000005,136.7575
2024-02-07,5,140.06175659839977,504.0,644.0617565983998,567.25,35.52,137.5
2024-02-07,6,147.48480298711786,592.0,739.4848029871179,647.0,35.1775,138.3625
2024-02-07,7,156.86975434833926,656.0,812.8697543483393,697.25,34.835,139.225
2024-02-07,8,162.5794962298408,712.0,874.5794962298407,747.75,34.4925,140.08749999999998
2024-02-07,9,165.0,744.0,909.0,774.25,34.15,140.95
2024-02-07,10,114.5089775959906,696.0,810.5089775959906,720.75,37.26,143.565
2024-02-07,11,99.0,632.0,731.0,656.75,40.370000000000005,146.18
2024-02-07,12,72.26557042572617,624.0,696.2655704257262,643.25,43.48,148.795
2024-02-07,13,60.7410492400513,632.0,692.7410492400513,651.25,46.59,151.41
2024-02-07,14,48.37913226116537,632.0,680.3791322611654,651.25,48.56,156.8125
2024-02-07,15,36.5691048295012,624.0,660.5691048295012,643.25,50.53,162.215
2024-02-07,16,34.66732660157689,648.0,682.6673266015769,661.75,52.5,167.6175
2024-02-07,17,27.961193757043596,592.0,619.9611937570436,603.0,54.47,173.02
2024-02-07,18,25.41482846220992,632.0,657.4148284622099,640.25,55.76,185.05
2024-02-07,19,22.738040516283824,720.0,742.7380405162838,728.25,57.05,197.07999999999998
2024-02-07,20,19.25,712.0,731.25,717.5,58.34,209.10999999999999
2024-02-07,21,19.25,752.0,771.25,757.5,59.63,221.14
2024-02-07,22,19.25,736.0,755.25,738.75,63.43,228.625
2024-02-07,23,16.702574377539193,736.0,752.7025743775392,736.0,67.23,236.11
2024-02-07,24,34.921258217289534,752.0,786.9212582172895,774.0,71.03,243.595
2024-02-07,25,257.56261762104,736.0,993.56261762104,983.5,74.83,251.08
2024-02-07,26,175.80061105184217,728.0,903.8006110518422,975.5,77.78999999999999,257.5725
2024-02-07,27,38.36572759575773,720.0,758.3657275957578,967.5,80.75,264.065
2024-02-07,28,20.41312553369707,696.0,716.4131255336971,932.5,83.71000000000001,270.5575
2024-02-07,29,8.25,616.0,624.25,838.75,86.67,277.05
2024-02-07,30,7.09379074031358,616.0,623.0937907403136,830.5,86.7525,283.83500000000004
