date,n,y,Pb,Tc,UCC,charging_costs,grid_carbon_intensity
2024-02-02,1,2.0286673401801148e-09,6848.0,6848.000000002029,6867.25,64.27,228.09
2024-02-02,2,2.028667340180246e-09,6848.0,6848.000000002029,6867.25,63.1875,227.0075
2024-02-02,3,8.250000001797167,6752.0,6760.250000001797,6771.25,62.105,225.925
2024-02-02,4,1.7055499805189056e-09,6856.0,6856.000000001705,6872.5,61.022499999999994,224.8425
2024-02-02,5,32.99999999909615,6496.0,6528.999999999096,6509.75,59.94,223.76
2024-02-02,6,8.25000000179716,6752.0,6760.250000001797,6763.0,59.455,221.5925
2024-02-02,7,8.977661696936416,6736.0,6744.977661696937,6744.25,58.97,219.425
2024-02-02,8,2.5120957777412065,6824.0,6826.512095777741,6832.25,58.485,217.2575
2024-02-02,9,19.908567955503855,6680.0,6699.908567955504,6688.25,58.0,215.09
2024-02-02,10,13.28259517818618,6720.0,6733.282595178186,6728.25,57.1725,214.39
2024-02-02,11,26.554886302831004,6632.0,6658.554886302831,6640.25,56.345,213.69
2024-02-02,12,32.99999999938953,6416.0,6448.99999999939,6421.5,55.5175,212.99
2024-02-02,13,31.850719911860413,6568.0,6599.85071991186,6573.5,54.69,212.29
2024-02-02,14,8.977661696950515,6736.0,6744.97766169695,6741.5,54.325,211.71249999999998
2024-02-02,15,2.7849690915664747,6800.0,6802.784969091566,6802.75,53.959999999999994,211.135
2024-02-02,16,2.75000000025086,6816.0,6818.750000000251,6818.75,53.595,210.5575
2024-02-02,17,2.75000000395179,6808.0,6810.750000003952,6810.75,53.23,209.98
2024-02-02,18,8.977661697741635,6736.0,6744.9776616977415,6738.75,53.69,214.7475
2024-02-02,19,1.0049547689706464e-09,6904.0,6904.000000001005,6904.0,54.15,219.515
2024-02-02,20,2.7162331261061092e-09,6840.0,6840.000000002717,6840.0,54.61,224.2825
2024-02-02,21,5.500000001765351,6784.0,6789.500000001765,6784.0,55.07,229.05
2024-02-02,22,19.249999993152326,6704.0,6723.249999993152,6704.0,58.0375,233.425
2024-02-02,23,2.715779137297192e-09,6840.0,6840.000000002716,6840.0,61.004999999999995,237.8
2024-02-02,24,27.499999998948056,6680.0,6707.499999998948,6693.75,63.9725,242.175
2024-02-02,25,28.572625942176266,6752.0,6780.572625942176,6853.75,66.94,246.55
2024-02-02,26,47.54508898518532,6664.0,6711.545088985185,6765.75,69.4525,247.5575
2024-02-02,27,15.265202205215756,6776.0,6791.265202205216,6877.75,71.965,248.565
2024-02-02,28,7.310711974021065,6896.0,6903.310711974021,6995.0,74.47749999999999,249.57250000000002
2024-02-02,29,2.0191936779999726,6952.0,6954.019193678,7042.75,76.99,250.58
2024-02-02,30,8.250000005006465,6848.0,6856.250000005007,6938.75,80.07249999999999,248.1825
2024-02-02,31,13.574090378332082,6824.0,6837.574090378332,6906.5,83.155,245.78500000000003
2024-02-02,32,8.250000003409328,6856.0,6864.25000000341,6933.0,86.2375,243.38750000000002
2024-02-02,33,9.413125537193196,6840.0,6849.413125537193,6936.25,89.32,240.99
2024-02-02,34,13.750000006256283,6792.0,6805.750000006256,6874.5,88.465,235.64000000000001
2024-02-02,35,29.543525198427083,6736.0,6765.543525198427,6815.75,87.61,230.29000000000002
2024-02-02,36,15.265202205011292,6776.0,6791.2652022050115,6850.25,86.755,224.94
2024-02-02,37,38.79108301483038,6712.0,6750.79108301483,6783.5,85.9,219.59
2024-02-02,38,32.187176399302594,6728.0,6760.187176399302,6794.0,84.6175,213.29250000000002
2024-02-02,39,80.05288303411015,6568.0,6648.05288303411,6634.0,83.33500000000001,206.995
2024-02-02,40,5.048044007628458e-09,6960.0,6960.000000005048,7020.5,82.0525,200.6975
2024-02-02,41,57.68444841241733,6616.0,6673.684448412418,6662.75,80.77,194.4
2024-02-02,42,70.61275511147865,6592.0,6662.612755111479,6633.25,79.365,191.04000000000002
2024-02-02,43,2.7754379687648774e-09,6984.0,6984.000000002776,7017.0,77.96000000000001,187.68
2024-02-02,44,2.993094482233471,6904.0,6906.993094482234,6928.75,76.555,184.32
2024-02-02,45,2.7500000023683975,6936.0,6938.750000002368,6960.75,75.15,180.96
2024-02-02,46,2.7500000030373934,6928.0,6930.750000003038,6952.75,72.5625,178.4075
2024-02-02,47,2.9930944832809145,6904.0,6906.993094483281,6926.0,69.975,175.85500000000002
2024-02-02,48,50.64902922616537,6656.0,6706.649029226165,6675.25,67.3875,173.3025
2024-02-02,49,37.15285476533059,6720.0,6757.152854765331,6733.75,64.8,170.75
2024-02-02,50,44.0135484045667,6680.0,6724.013548404567,6688.25,62.73,169.3525
2024-02-02,51,86.86688356065382,6560.0,6646.866883560654,6565.5,60.66,167.95499999999998
2024-02-02,52,101.7499999739711,6528.0,6629.749999973971,6530.75,58.59,166.5575
2024-02-02,53,120.32353871621619,6208.0,6328.323538716216,6210.75,56.52,165.16
2024-02-02,54,126.49999999885493,5960.0,6086.499999998855,5962.75,56.0975,166.42
2024-02-02,55,126.49999999930385,5640.0,5766.499999999304,5642.75,55.675,167.68
2024-02-02,56,131.99999999883073,5944.0,6075.99999999883,5949.5,55.2525,168.94
2024-02-02,57,113.79312194618468,6520.0,6633.793121946184,6591.5,54.83,170.2
2024-02-02,58,89.75143951118201,6432.0,6521.751439511182,6503.5,54.395,174.445
2024-02-02,59,96.24999999865783,6152.0,6248.249999998658,6223.5,53.96,178.69
2024-02-02,60,96.24999999504139,6304.0,6400.249999995041,6372.75,53.525000000000006,182.935
2024-02-02,61,76.13082198686297,6480.0,6556.130821986863,6543.25,53.09,187.18
2024-02-02,62,91.11539262042102,6400.0,6491.115392620421,6460.5,53.0,190.36
2024-02-02,63,15.753034021062357,6632.0,6647.753034021062,6689.75,52.91,193.54000000000002
2024-02-02,64,47.72429212073497,6568.0,6615.724292120735,6617.5,52.82,196.72
2024-02-02,65,53.52236320562428,6560.0,6613.522363205624,6609.5,52.73,199.9
2024-02-02,66,71.55778547829337,6344.0,6415.557785478293,6382.5,54.1725,202.32750000000001
2024-02-02,67,55.83665500649642,6536.0,6591.836655006497,6571.75,55.614999999999995,204.755
2024-02-02,68,45.5223630825902,6568.0,6613.52236308259,6601.0,57.0575,207.1825
2024-02-02,69,12.661483362206674,6624.0,6636.661483362207,6654.25,58.5,209.61
2024-02-02,70,5.500000004867493,6672.0,6677.500000004868,6699.5,61.1175,209.38500000000002
2024-02-02,71,2.750000002421926,6752.0,6754.750000002422,6774.0,63.735,209.16000000000003
2024-02-02,72,17.793121840943765,6616.0,6633.793121840944,6635.25,66.35249999999999,208.935
2024-02-02,73,2.750000004352827,6736.0,6738.750000004353,6752.5,68.97,208.71
2024-02-02,74,25.79311994465849,6608.0,6633.793119944658,6621.75,67.5625,208.4625
2024-02-02,75,5.500000007423691,6656.0,6661.500000007423,6669.75,66.155,208.215
2024-02-02,76,32.44530794146295,6584.0,6616.445307941463,6595.0,64.7475,207.9675
2024-02-02,77,45.5223631179123,6568.0,6613.522363117912,6573.5,63.34,207.72
2024-02-02,78,17.793121847104267,6616.0,6633.793121847104,6621.5,61.27,205.215
2024-02-02,79,25.79311995677235,6608.0,6633.793119956772,6613.5,59.2,202.70999999999998
2024-02-02,80,4.343790744367576,6728.0,6732.343790744368,6733.5,57.13,200.20499999999998
2024-02-02,81,5.500000002515199,6704.0,6709.500000002515,6709.5,55.06,197.7
2024-02-02,82,0.546763311087083,6792.0,6792.5467633110875,6797.5,53.715,196.5525
2024-02-02,83,5.500000004831184,6672.0,6677.500000004831,6677.5,52.370000000000005,195.405
2024-02-02,84,17.793121875645994,6616.0,6633.793121875646,6621.5,51.025,194.2575
2024-02-02,85,5.500000007370169,6656.0,6661.5000000073705,6661.5,49.68,193.11
2024-02-02,86,5.500000005835973,6664.0,6669.500000005836,6669.5,48.7675,192.20000000000002
2024-02-02,87,7.439833187397891,6632.0,6639.439833187398,6634.75,47.855,191.29000000000002
2024-02-02,88,5.500000004080945,6680.0,6685.500000004081,6682.75,46.9425,190.38
2024-02-02,89,27.90856792899636,6672.0,6699.9085679289965,6707.75,46.03,189.47
2024-02-02,90,26.55488634002682,6632.0,6658.554886340027,6665.0,43.535,184.435
2024-02-02,91,19.908568061787555,6680.0,6699.908568061787,6713.0,41.04,179.4
2024-02-02,92,15.87995885111147,6712.0,6727.879958851111,6739.5,38.545,174.365
2024-02-02,93,5.500000027110946,6776.0,6781.500000027111,6803.5,36.05,169.33
2024-02-02,94,2.784969114756291,6800.0,6802.784969114757,6824.75,33.2225,167.3325
2024-02-02,95,1.238366762958777e-09,6880.0,6880.000000001239,6899.25,30.394999999999996,165.335
2024-02-02,96,15.87995885834486,6712.0,6727.879958858345,6731.25,27.5675,163.3375
