date,model_type,ev_portion,mp_model,cc_model,ce_model,mp_ucc,cc_ucc,ce_ucc
2024-02-05,ps,100,776.0000000003952,2693.8528267047895,1191.100726358247,919.5,3537.44483125,1302.380165625
