date,model_type,ev_portion,mp_model,cc_model,ce_model,mp_ucc,cc_ucc,ce_ucc
2024-02-05,cem,100,1318.2890992393322,5591.858028865394,2910.393727204088,1207.75,10008.818599999999,3422.379503125
