date,model_type,ev_portion,mp_model,cc_model,ce_model,mp_ucc,cc_ucc,ce_ucc
2024-02-07,ps,30,181.243210116223,2904.9616378243377,1232.3244841729288,339.25,2965.5907875000003,1109.461340625
