date,model_type,ev_portion,mp_model,cc_model,ce_model,mp_ucc,cc_ucc,ce_ucc
2024-02-07,ps,50,40.97592554561817,678.8052308582305,302.45850260036866,85.42,705.9140687500001,273.160806875
