date,model_type,ev_portion,mp_model,cc_model,ce_model,mp_ucc,cc_ucc,ce_ucc
2024-02-07,ccm,30,278.40508739737675,389.03377671471776,172.84364216828436,286.25,430.85130000000004,168.0358625
