date,model_type,ev_portion,mp_model,cc_model,ce_model,mp_ucc,cc_ucc,ce_ucc
2024-02-06,cem,50,7538.435508019052,4351.035067220419,1301.6924177976557,7519.75,5220.65534375,1589.504681875
