date,model_type,ev_portion,mp_model,cc_model,ce_model,mp_ucc,cc_ucc,ce_ucc
2024-02-06,ps,100,70.07599635372745,857.5372411321937,256.55274809576053,169.01,997.0760250000001,280.44368
