date,model_type,ev_portion,mp_model,cc_model,ce_model,mp_ucc,cc_ucc,ce_ucc
2024-02-07,ccm,80,7676.730496282002,11290.362656107993,5037.653305992704,7654.0,13152.26639375,5335.606945625
