date,model_type,ev_portion,mp_model,cc_model,ce_model,mp_ucc,cc_ucc,ce_ucc
2024-02-03,cem,15,7165.300611051842,1034.6241699473762,408.8585744337602,7210.25,1137.9996375,477.1265468749999
