date,model_type,ev_portion,mp_model,cc_model,ce_model,mp_ucc,cc_ucc,ce_ucc
2024-02-05,cem,100,153.57999999999998,354.524369614449,215.33832402512485,161.79,835.9162625,255.25058625000003
