date,model_type,ev_portion,mp_model,cc_model,ce_model,mp_ucc,cc_ucc,ce_ucc
2024-02-01,ccm,15,148.47686935024254,1159.3228862443093,432.96785076127173,157.3,1459.4338687500003,475.17188125
