date,model_type,ev_portion,mp_model,cc_model,ce_model,mp_ucc,cc_ucc,ce_ucc
2024-02-04,ps,80,7288.5467633097605,2333.807443187343,2102.765324429549,7588.0,1852.520725,2163.050786875
