date,model_type,ev_portion,mp_model,cc_model,ce_model,mp_ucc,cc_ucc,ce_ucc
2024-02-03,ccm,15,795.2605983872141,332.2797255818279,184.17219551370357,803.25,451.49458749999997,199.497079375
