date,model_type,ev_portion,mp_model,cc_model,ce_model,mp_ucc,cc_ucc,ce_ucc
2024-02-02,ps,50,6984.546763314464,5539.25012656726,1761.5794816398848,7257.25,6437.7002250000005,2031.669138125
