date,model_type,ev_portion,mp_model,cc_model,ce_model,mp_ucc,cc_ucc,ce_ucc
2024-02-01,ccm,50,447.79850358621206,3846.8271070907963,1430.6300001333623,404.8,4814.155981250001,1573.31975625
