date,model_type,ev_portion,mp_model,cc_model,ce_model,mp_ucc,cc_ucc,ce_ucc
2024-02-03,cem,30,390.64760794554115,1159.6832922506997,466.18233896341064,336.85,1342.538725,558.56394
