date,model_type,ev_portion,mp_model,cc_model,ce_model,mp_ucc,cc_ucc,ce_ucc
2024-02-05,ps,15,269.50000000025193,57.81032601729166,27.240285136376244,283.25,97.25533125,27.182739375
