date,model_type,ev_portion,mp_model,cc_model,ce_model,mp_ucc,cc_ucc,ce_ucc
2024-02-07,ps,15,151.20000000012305,1464.664351735954,619.7216354925422,244.7,1497.0005875000002,559.772159375
