,Price
2023-02-01 00:00:00,79.94
2023-02-01 00:15:00,76.8425
2023-02-01 00:30:00,73.745
2023-02-01 00:45:00,70.6475
2023-02-01 01:00:00,67.55
2023-02-01 01:15:00,67.085
2023-02-01 01:30:00,66.62
2023-02-01 01:45:00,66.155
2023-02-01 02:00:00,65.69
2023-02-01 02:15:00,65.9725
2023-02-01 02:30:00,66.255
2023-02-01 02:45:00,66.5375
2023-02-01 03:00:00,66.82
2023-02-01 03:15:00,64.51249999999999
2023-02-01 03:30:00,62.205
2023-02-01 03:45:00,59.8975
2023-02-01 04:00:00,57.59
2023-02-01 04:15:00,61.932500000000005
2023-02-01 04:30:00,66.275
2023-02-01 04:45:00,70.61749999999999
2023-02-01 05:00:00,74.96
2023-02-01 05:15:00,80.215
2023-02-01 05:30:00,85.47
2023-02-01 05:45:00,90.725
2023-02-01 06:00:00,95.98
2023-02-01 06:15:00,100.1725
2023-02-01 06:30:00,104.36500000000001
2023-02-01 06:45:00,108.5575
2023-02-01 07:00:00,112.75
2023-02-01 07:15:00,114.7475
2023-02-01 07:30:00,116.745
2023-02-01 07:45:00,118.74249999999999
2023-02-01 08:00:00,120.74
2023-02-01 08:15:00,118.3775
2023-02-01 08:30:00,116.015
2023-02-01 08:45:00,113.6525
2023-02-01 09:00:00,111.29
2023-02-01 09:15:00,109.72500000000001
2023-02-01 09:30:00,108.16
2023-02-01 09:45:00,106.595
2023-02-01 10:00:00,105.03
2023-02-01 10:15:00,104.135
2023-02-01 10:30:00,103.24000000000001
2023-02-01 10:45:00,102.345
2023-02-01 11:00:00,101.45
2023-02-01 11:15:00,100.9225
2023-02-01 11:30:00,100.39500000000001
2023-02-01 11:45:00,99.8675
2023-02-01 12:00:00,99.34
2023-02-01 12:15:00,99.1375
2023-02-01 12:30:00,98.935
2023-02-01 12:45:00,98.7325
2023-02-01 13:00:00,98.53
2023-02-01 13:15:00,97.89
2023-02-01 13:30:00,97.25
2023-02-01 13:45:00,96.61
2023-02-01 14:00:00,95.97
2023-02-01 14:15:00,96.6175
2023-02-01 14:30:00,97.265
2023-02-01 14:45:00,97.9125
2023-02-01 15:00:00,98.56
2023-02-01 15:15:00,99.5925
2023-02-01 15:30:00,100.625
2023-02-01 15:45:00,101.6575
2023-02-01 16:00:00,102.69
2023-02-01 16:15:00,104.2975
2023-02-01 16:30:00,105.905
2023-02-01 16:45:00,107.5125
2023-02-01 17:00:00,109.12
2023-02-01 17:15:00,109.735
2023-02-01 17:30:00,110.35
2023-02-01 17:45:00,110.965
2023-02-01 18:00:00,111.58
2023-02-01 18:15:00,108.905
2023-02-01 18:30:00,106.22999999999999
2023-02-01 18:45:00,103.55499999999999
2023-02-01 19:00:00,100.88
2023-02-01 19:15:00,100.07249999999999
2023-02-01 19:30:00,99.265
2023-02-01 19:45:00,98.45750000000001
2023-02-01 20:00:00,97.65
2023-02-01 20:15:00,96.92500000000001
2023-02-01 20:30:00,96.2
2023-02-01 20:45:00,95.475
2023-02-01 21:00:00,94.75
2023-02-01 21:15:00,92.6675
2023-02-01 21:30:00,90.58500000000001
2023-02-01 21:45:00,88.5025
2023-02-01 22:00:00,86.42
2023-02-01 22:15:00,84.4625
2023-02-01 22:30:00,82.505
2023-02-01 22:45:00,80.5475
2023-02-01 23:00:00,78.59
2023-02-01 23:15:00,77.5175
2023-02-01 23:30:00,76.445
2023-02-01 23:45:00,75.3725
