,Price
2023-02-07 00:00:00,145.78
2023-02-07 00:15:00,144.8875
2023-02-07 00:30:00,143.995
2023-02-07 00:45:00,143.10250000000002
2023-02-07 01:00:00,142.21
2023-02-07 01:15:00,141.7625
2023-02-07 01:30:00,141.315
2023-02-07 01:45:00,140.8675
2023-02-07 02:00:00,140.42
2023-02-07 02:15:00,140.17499999999998
2023-02-07 02:30:00,139.93
2023-02-07 02:45:00,139.685
2023-02-07 03:00:00,139.44
2023-02-07 03:15:00,139.98
2023-02-07 03:30:00,140.51999999999998
2023-02-07 03:45:00,141.06
2023-02-07 04:00:00,141.6
2023-02-07 04:15:00,142.6675
2023-02-07 04:30:00,143.735
2023-02-07 04:45:00,144.8025
2023-02-07 05:00:00,145.87
2023-02-07 05:15:00,152.0375
2023-02-07 05:30:00,158.20499999999998
2023-02-07 05:45:00,164.3725
2023-02-07 06:00:00,170.54
2023-02-07 06:15:00,177.415
2023-02-07 06:30:00,184.29
2023-02-07 06:45:00,191.165
2023-02-07 07:00:00,198.04
2023-02-07 07:15:00,202.07
2023-02-07 07:30:00,206.1
2023-02-07 07:45:00,210.13
2023-02-07 08:00:00,214.16
2023-02-07 08:15:00,208.58249999999998
2023-02-07 08:30:00,203.005
2023-02-07 08:45:00,197.4275
2023-02-07 09:00:00,191.85
2023-02-07 09:15:00,187.01749999999998
2023-02-07 09:30:00,182.185
2023-02-07 09:45:00,177.35250000000002
2023-02-07 10:00:00,172.52
2023-02-07 10:15:00,164.84750000000003
2023-02-07 10:30:00,157.175
2023-02-07 10:45:00,149.5025
2023-02-07 11:00:00,141.83
2023-02-07 11:15:00,141.455
2023-02-07 11:30:00,141.08
2023-02-07 11:45:00,140.705
2023-02-07 12:00:00,140.33
2023-02-07 12:15:00,138.9625
2023-02-07 12:30:00,137.59500000000003
2023-02-07 12:45:00,136.22750000000002
2023-02-07 13:00:00,134.86
2023-02-07 13:15:00,138.23000000000002
2023-02-07 13:30:00,141.60000000000002
2023-02-07 13:45:00,144.97
2023-02-07 14:00:00,148.34
2023-02-07 14:15:00,154.22
2023-02-07 14:30:00,160.10000000000002
2023-02-07 14:45:00,165.98000000000002
2023-02-07 15:00:00,171.86
2023-02-07 15:15:00,176.39000000000001
2023-02-07 15:30:00,180.92000000000002
2023-02-07 15:45:00,185.45
2023-02-07 16:00:00,189.98
2023-02-07 16:15:00,198.04999999999998
2023-02-07 16:30:00,206.12
2023-02-07 16:45:00,214.19
2023-02-07 17:00:00,222.26
2023-02-07 17:15:00,228.095
2023-02-07 17:30:00,233.93
2023-02-07 17:45:00,239.765
2023-02-07 18:00:00,245.6
2023-02-07 18:15:00,241.45
2023-02-07 18:30:00,237.3
2023-02-07 18:45:00,233.15
2023-02-07 19:00:00,229.0
2023-02-07 19:15:00,221.5075
2023-02-07 19:30:00,214.015
2023-02-07 19:45:00,206.5225
2023-02-07 20:00:00,199.03
2023-02-07 20:15:00,196.3175
2023-02-07 20:30:00,193.60500000000002
2023-02-07 20:45:00,190.8925
2023-02-07 21:00:00,188.18
2023-02-07 21:15:00,184.47500000000002
2023-02-07 21:30:00,180.77
2023-02-07 21:45:00,177.065
2023-02-07 22:00:00,173.36
2023-02-07 22:15:00,170.79000000000002
2023-02-07 22:30:00,168.22000000000003
2023-02-07 22:45:00,165.65
2023-02-07 23:00:00,163.08
2023-02-07 23:15:00,162.32250000000002
2023-02-07 23:30:00,161.565
2023-02-07 23:45:00,160.8075
