,Price
2023-02-03 00:00:00,108.3
2023-02-03 00:15:00,106.29249999999999
2023-02-03 00:30:00,104.285
2023-02-03 00:45:00,102.2775
2023-02-03 01:00:00,100.27
2023-02-03 01:15:00,98.6575
2023-02-03 01:30:00,97.04499999999999
2023-02-03 01:45:00,95.43249999999999
2023-02-03 02:00:00,93.82
2023-02-03 02:15:00,92.32249999999999
2023-02-03 02:30:00,90.82499999999999
2023-02-03 02:45:00,89.3275
2023-02-03 03:00:00,87.83
2023-02-03 03:15:00,86.88
2023-02-03 03:30:00,85.93
2023-02-03 03:45:00,84.98
2023-02-03 04:00:00,84.03
2023-02-03 04:15:00,85.2775
2023-02-03 04:30:00,86.525
2023-02-03 04:45:00,87.7725
2023-02-03 05:00:00,89.02
2023-02-03 05:15:00,91.8325
2023-02-03 05:30:00,94.645
2023-02-03 05:45:00,97.4575
2023-02-03 06:00:00,100.27
2023-02-03 06:15:00,102.13499999999999
2023-02-03 06:30:00,104.0
2023-02-03 06:45:00,105.86500000000001
2023-02-03 07:00:00,107.73
2023-02-03 07:15:00,108.39500000000001
2023-02-03 07:30:00,109.06
2023-02-03 07:45:00,109.725
2023-02-03 08:00:00,110.39
2023-02-03 08:15:00,110.295
2023-02-03 08:30:00,110.2
2023-02-03 08:45:00,110.105
2023-02-03 09:00:00,110.01
2023-02-03 09:15:00,106.94
2023-02-03 09:30:00,103.87
2023-02-03 09:45:00,100.80000000000001
2023-02-03 10:00:00,97.73
2023-02-03 10:15:00,99.0
2023-02-03 10:30:00,100.27000000000001
2023-02-03 10:45:00,101.54
2023-02-03 11:00:00,102.81
2023-02-03 11:15:00,102.6075
2023-02-03 11:30:00,102.405
2023-02-03 11:45:00,102.2025
2023-02-03 12:00:00,102.0
2023-02-03 12:15:00,101.2975
2023-02-03 12:30:00,100.595
2023-02-03 12:45:00,99.8925
2023-02-03 13:00:00,99.19
2023-02-03 13:15:00,98.87
2023-02-03 13:30:00,98.55
2023-02-03 13:45:00,98.22999999999999
2023-02-03 14:00:00,97.91
2023-02-03 14:15:00,98.9325
2023-02-03 14:30:00,99.955
2023-02-03 14:45:00,100.97749999999999
2023-02-03 15:00:00,102.0
2023-02-03 15:15:00,103.43
2023-02-03 15:30:00,104.86
2023-02-03 15:45:00,106.28999999999999
2023-02-03 16:00:00,107.72
2023-02-03 16:15:00,108.89
2023-02-03 16:30:00,110.06
2023-02-03 16:45:00,111.23
2023-02-03 17:00:00,112.4
2023-02-03 17:15:00,112.68
2023-02-03 17:30:00,112.96000000000001
2023-02-03 17:45:00,113.24
2023-02-03 18:00:00,113.52
2023-02-03 18:15:00,112.1575
2023-02-03 18:30:00,110.79499999999999
2023-02-03 18:45:00,109.43249999999999
2023-02-03 19:00:00,108.07
2023-02-03 19:15:00,106.97749999999999
2023-02-03 19:30:00,105.88499999999999
2023-02-03 19:45:00,104.7925
2023-02-03 20:00:00,103.7
2023-02-03 20:15:00,103.5125
2023-02-03 20:30:00,103.325
2023-02-03 20:45:00,103.1375
2023-02-03 21:00:00,102.95
2023-02-03 21:15:00,105.51
2023-02-03 21:30:00,108.07
2023-02-03 21:45:00,110.63
2023-02-03 22:00:00,113.19
2023-02-03 22:15:00,111.8425
2023-02-03 22:30:00,110.495
2023-02-03 22:45:00,109.1475
2023-02-03 23:00:00,107.8
2023-02-03 23:15:00,105.69
2023-02-03 23:30:00,103.58
2023-02-03 23:45:00,101.47
