,Price
2024-02-06 00:00:00,35.04
2024-02-06 00:15:00,33.192499999999995
2024-02-06 00:30:00,31.345
2024-02-06 00:45:00,29.4975
2024-02-06 01:00:00,27.65
2024-02-06 01:15:00,22.5075
2024-02-06 01:30:00,17.365
2024-02-06 01:45:00,12.222499999999998
2024-02-06 02:00:00,7.08
2024-02-06 02:15:00,6.077500000000001
2024-02-06 02:30:00,5.075
2024-02-06 02:45:00,4.0725
2024-02-06 03:00:00,3.07
2024-02-06 03:15:00,2.7874999999999996
2024-02-06 03:30:00,2.505
2024-02-06 03:45:00,2.2225
2024-02-06 04:00:00,1.94
2024-02-06 04:15:00,6.299999999999999
2024-02-06 04:30:00,10.659999999999998
2024-02-06 04:45:00,15.019999999999998
2024-02-06 05:00:00,19.38
2024-02-06 05:15:00,27.035
2024-02-06 05:30:00,34.69
2024-02-06 05:45:00,42.345
2024-02-06 06:00:00,50.0
2024-02-06 06:15:00,54.54
2024-02-06 06:30:00,59.08
2024-02-06 06:45:00,63.62
2024-02-06 07:00:00,68.16
2024-02-06 07:15:00,66.62
2024-02-06 07:30:00,65.08
2024-02-06 07:45:00,63.54
2024-02-06 08:00:00,62.0
2024-02-06 08:15:00,61.8375
2024-02-06 08:30:00,61.675
2024-02-06 08:45:00,61.5125
2024-02-06 09:00:00,61.35
2024-02-06 09:15:00,60.1525
2024-02-06 09:30:00,58.955
2024-02-06 09:45:00,57.7575
2024-02-06 10:00:00,56.56
2024-02-06 10:15:00,55.345
2024-02-06 10:30:00,54.13
2024-02-06 10:45:00,52.915000000000006
2024-02-06 11:00:00,51.7
2024-02-06 11:15:00,49.6425
2024-02-06 11:30:00,47.585
2024-02-06 11:45:00,45.5275
2024-02-06 12:00:00,43.47
2024-02-06 12:15:00,43.2375
2024-02-06 12:30:00,43.004999999999995
2024-02-06 12:45:00,42.7725
2024-02-06 13:00:00,42.54
2024-02-06 13:15:00,41.9325
2024-02-06 13:30:00,41.325
2024-02-06 13:45:00,40.7175
2024-02-06 14:00:00,40.11
2024-02-06 14:15:00,42.56
2024-02-06 14:30:00,45.01
2024-02-06 14:45:00,47.459999999999994
2024-02-06 15:00:00,49.91
2024-02-06 15:15:00,51.5625
2024-02-06 15:30:00,53.215
2024-02-06 15:45:00,54.8675
2024-02-06 16:00:00,56.52
2024-02-06 16:15:00,58.1325
2024-02-06 16:30:00,59.745000000000005
2024-02-06 16:45:00,61.3575
2024-02-06 17:00:00,62.97
2024-02-06 17:15:00,62.7175
2024-02-06 17:30:00,62.465
2024-02-06 17:45:00,62.2125
2024-02-06 18:00:00,61.96
2024-02-06 18:15:00,61.76
2024-02-06 18:30:00,61.56
2024-02-06 18:45:00,61.36
2024-02-06 19:00:00,61.16
2024-02-06 19:15:00,60.655
2024-02-06 19:30:00,60.15
2024-02-06 19:45:00,59.644999999999996
2024-02-06 20:00:00,59.14
2024-02-06 20:15:00,58.465
2024-02-06 20:30:00,57.79
2024-02-06 20:45:00,57.114999999999995
2024-02-06 21:00:00,56.44
2024-02-06 21:15:00,56.46
2024-02-06 21:30:00,56.480000000000004
2024-02-06 21:45:00,56.5
2024-02-06 22:00:00,56.52
2024-02-06 22:15:00,55.480000000000004
2024-02-06 22:30:00,54.44
2024-02-06 22:45:00,53.4
2024-02-06 23:00:00,52.36
2024-02-06 23:15:00,49.5625
2024-02-06 23:30:00,46.765
2024-02-06 23:45:00,43.9675
