,Price
2024-02-05 00:00:00,0.0
2024-02-05 00:15:00,-0.0075
2024-02-05 00:30:00,-0.015
2024-02-05 00:45:00,-0.0225
2024-02-05 01:00:00,-0.03
2024-02-05 01:15:00,-0.04
2024-02-05 01:30:00,-0.05
2024-02-05 01:45:00,-0.060000000000000005
2024-02-05 02:00:00,-0.07
2024-02-05 02:15:00,-0.085
2024-02-05 02:30:00,-0.1
2024-02-05 02:45:00,-0.115
2024-02-05 03:00:00,-0.13
2024-02-05 03:15:00,-0.11
2024-02-05 03:30:00,-0.09
2024-02-05 03:45:00,-0.07
2024-02-05 04:00:00,-0.05
2024-02-05 04:15:00,0.06749999999999999
2024-02-05 04:30:00,0.185
2024-02-05 04:45:00,0.3025
2024-02-05 05:00:00,0.42
2024-02-05 05:15:00,10.0575
2024-02-05 05:30:00,19.695
2024-02-05 05:45:00,29.3325
2024-02-05 06:00:00,38.97
2024-02-05 06:15:00,43.955
2024-02-05 06:30:00,48.94
2024-02-05 06:45:00,53.925
2024-02-05 07:00:00,58.91
2024-02-05 07:15:00,59.762499999999996
2024-02-05 07:30:00,60.614999999999995
2024-02-05 07:45:00,61.4675
2024-02-05 08:00:00,62.32
2024-02-05 08:15:00,60.955
2024-02-05 08:30:00,59.59
2024-02-05 08:45:00,58.225
2024-02-05 09:00:00,56.86
2024-02-05 09:15:00,55.8775
2024-02-05 09:30:00,54.894999999999996
2024-02-05 09:45:00,53.9125
2024-02-05 10:00:00,52.93
2024-02-05 10:15:00,49.735
2024-02-05 10:30:00,46.54
2024-02-05 10:45:00,43.345
2024-02-05 11:00:00,40.15
2024-02-05 11:15:00,31.875
2024-02-05 11:30:00,23.599999999999998
2024-02-05 11:45:00,15.324999999999998
2024-02-05 12:00:00,7.05
2024-02-05 12:15:00,5.56
2024-02-05 12:30:00,4.07
2024-02-05 12:45:00,2.58
2024-02-05 13:00:00,1.09
2024-02-05 13:15:00,2.0700000000000003
2024-02-05 13:30:00,3.05
2024-02-05 13:45:00,4.03
2024-02-05 14:00:00,5.01
2024-02-05 14:15:00,17.0325
2024-02-05 14:30:00,29.055
2024-02-05 14:45:00,41.0775
2024-02-05 15:00:00,53.1
2024-02-05 15:15:00,55.005
2024-02-05 15:30:00,56.91
2024-02-05 15:45:00,58.815
2024-02-05 16:00:00,60.72
2024-02-05 16:15:00,62.6575
2024-02-05 16:30:00,64.595
2024-02-05 16:45:00,66.5325
2024-02-05 17:00:00,68.47
2024-02-05 17:15:00,68.5475
2024-02-05 17:30:00,68.625
2024-02-05 17:45:00,68.7025
2024-02-05 18:00:00,68.78
2024-02-05 18:15:00,67.045
2024-02-05 18:30:00,65.31
2024-02-05 18:45:00,63.575
2024-02-05 19:00:00,61.84
2024-02-05 19:15:00,61.5
2024-02-05 19:30:00,61.16
2024-02-05 19:45:00,60.82
2024-02-05 20:00:00,60.48
2024-02-05 20:15:00,60.272499999999994
2024-02-05 20:30:00,60.065
2024-02-05 20:45:00,59.8575
2024-02-05 21:00:00,59.65
2024-02-05 21:15:00,58.8125
2024-02-05 21:30:00,57.974999999999994
2024-02-05 21:45:00,57.137499999999996
2024-02-05 22:00:00,56.3
2024-02-05 22:15:00,54.0775
2024-02-05 22:30:00,51.855
2024-02-05 22:45:00,49.63249999999999
2024-02-05 23:00:00,47.41
2024-02-05 23:15:00,44.317499999999995
2024-02-05 23:30:00,41.224999999999994
2024-02-05 23:45:00,38.1325
