,Price
2023-02-02 00:00:00,74.3
2023-02-02 00:15:00,72.66749999999999
2023-02-02 00:30:00,71.035
2023-02-02 00:45:00,69.4025
2023-02-02 01:00:00,67.77
2023-02-02 01:15:00,68.66499999999999
2023-02-02 01:30:00,69.56
2023-02-02 01:45:00,70.455
2023-02-02 02:00:00,71.35
2023-02-02 02:15:00,72.69999999999999
2023-02-02 02:30:00,74.05
2023-02-02 02:45:00,75.4
2023-02-02 03:00:00,76.75
2023-02-02 03:15:00,79.7
2023-02-02 03:30:00,82.65
2023-02-02 03:45:00,85.6
2023-02-02 04:00:00,88.55
2023-02-02 04:15:00,89.69
2023-02-02 04:30:00,90.83
2023-02-02 04:45:00,91.97
2023-02-02 05:00:00,93.11
2023-02-02 05:15:00,98.88499999999999
2023-02-02 05:30:00,104.66
2023-02-02 05:45:00,110.435
2023-02-02 06:00:00,116.21
2023-02-02 06:15:00,121.96249999999999
2023-02-02 06:30:00,127.715
2023-02-02 06:45:00,133.4675
2023-02-02 07:00:00,139.22
2023-02-02 07:15:00,146.8825
2023-02-02 07:30:00,154.54500000000002
2023-02-02 07:45:00,162.2075
2023-02-02 08:00:00,169.87
2023-02-02 08:15:00,171.9525
2023-02-02 08:30:00,174.035
2023-02-02 08:45:00,176.1175
2023-02-02 09:00:00,178.2
2023-02-02 09:15:00,176.17249999999999
2023-02-02 09:30:00,174.14499999999998
2023-02-02 09:45:00,172.1175
2023-02-02 10:00:00,170.09
2023-02-02 10:15:00,169.37
2023-02-02 10:30:00,168.65
2023-02-02 10:45:00,167.93
2023-02-02 11:00:00,167.21
2023-02-02 11:15:00,164.6225
2023-02-02 11:30:00,162.03500000000003
2023-02-02 11:45:00,159.44750000000002
2023-02-02 12:00:00,156.86
2023-02-02 12:15:00,155.83
2023-02-02 12:30:00,154.8
2023-02-02 12:45:00,153.77
2023-02-02 13:00:00,152.74
2023-02-02 13:15:00,154.91500000000002
2023-02-02 13:30:00,157.09
2023-02-02 13:45:00,159.265
2023-02-02 14:00:00,161.44
2023-02-02 14:15:00,161.9275
2023-02-02 14:30:00,162.415
2023-02-02 14:45:00,162.90249999999997
2023-02-02 15:00:00,163.39
2023-02-02 15:15:00,164.36249999999998
2023-02-02 15:30:00,165.33499999999998
2023-02-02 15:45:00,166.3075
2023-02-02 16:00:00,167.28
2023-02-02 16:15:00,170.0025
2023-02-02 16:30:00,172.725
2023-02-02 16:45:00,175.4475
2023-02-02 17:00:00,178.17
2023-02-02 17:15:00,179.4075
2023-02-02 17:30:00,180.64499999999998
2023-02-02 17:45:00,181.8825
2023-02-02 18:00:00,183.12
2023-02-02 18:15:00,180.385
2023-02-02 18:30:00,177.65
2023-02-02 18:45:00,174.91500000000002
2023-02-02 19:00:00,172.18
2023-02-02 19:15:00,164.6575
2023-02-02 19:30:00,157.135
2023-02-02 19:45:00,149.6125
2023-02-02 20:00:00,142.09
2023-02-02 20:15:00,142.4525
2023-02-02 20:30:00,142.815
2023-02-02 20:45:00,143.1775
2023-02-02 21:00:00,143.54
2023-02-02 21:15:00,140.1925
2023-02-02 21:30:00,136.845
2023-02-02 21:45:00,133.4975
2023-02-02 22:00:00,130.15
2023-02-02 22:15:00,123.595
2023-02-02 22:30:00,117.04
2023-02-02 22:45:00,110.48500000000001
2023-02-02 23:00:00,103.93
2023-02-02 23:15:00,105.02250000000001
2023-02-02 23:30:00,106.11500000000001
2023-02-02 23:45:00,107.2075
