,Price
2024-02-02 00:00:00,64.27
2024-02-02 00:15:00,63.1875
2024-02-02 00:30:00,62.105
2024-02-02 00:45:00,61.022499999999994
2024-02-02 01:00:00,59.94
2024-02-02 01:15:00,59.455
2024-02-02 01:30:00,58.97
2024-02-02 01:45:00,58.485
2024-02-02 02:00:00,58.0
2024-02-02 02:15:00,57.1725
2024-02-02 02:30:00,56.345
2024-02-02 02:45:00,55.5175
2024-02-02 03:00:00,54.69
2024-02-02 03:15:00,54.324999999999996
2024-02-02 03:30:00,53.959999999999994
2024-02-02 03:45:00,53.595
2024-02-02 04:00:00,53.23
2024-02-02 04:15:00,53.69
2024-02-02 04:30:00,54.15
2024-02-02 04:45:00,54.61
2024-02-02 05:00:00,55.07
2024-02-02 05:15:00,58.0375
2024-02-02 05:30:00,61.004999999999995
2024-02-02 05:45:00,63.9725
2024-02-02 06:00:00,66.94
2024-02-02 06:15:00,69.4525
2024-02-02 06:30:00,71.965
2024-02-02 06:45:00,74.47749999999999
2024-02-02 07:00:00,76.99
2024-02-02 07:15:00,80.07249999999999
2024-02-02 07:30:00,83.155
2024-02-02 07:45:00,86.2375
2024-02-02 08:00:00,89.32
2024-02-02 08:15:00,88.465
2024-02-02 08:30:00,87.61
2024-02-02 08:45:00,86.755
2024-02-02 09:00:00,85.9
2024-02-02 09:15:00,84.6175
2024-02-02 09:30:00,83.33500000000001
2024-02-02 09:45:00,82.0525
2024-02-02 10:00:00,80.77
2024-02-02 10:15:00,79.365
2024-02-02 10:30:00,77.96000000000001
2024-02-02 10:45:00,76.555
2024-02-02 11:00:00,75.15
2024-02-02 11:15:00,72.5625
2024-02-02 11:30:00,69.975
2024-02-02 11:45:00,67.3875
2024-02-02 12:00:00,64.8
2024-02-02 12:15:00,62.73
2024-02-02 12:30:00,60.66
2024-02-02 12:45:00,58.59
2024-02-02 13:00:00,56.52
2024-02-02 13:15:00,56.097500000000004
2024-02-02 13:30:00,55.675
2024-02-02 13:45:00,55.2525
2024-02-02 14:00:00,54.83
2024-02-02 14:15:00,54.394999999999996
2024-02-02 14:30:00,53.96
2024-02-02 14:45:00,53.525000000000006
2024-02-02 15:00:00,53.09
2024-02-02 15:15:00,53.0
2024-02-02 15:30:00,52.91
2024-02-02 15:45:00,52.82
2024-02-02 16:00:00,52.73
2024-02-02 16:15:00,54.1725
2024-02-02 16:30:00,55.614999999999995
2024-02-02 16:45:00,57.0575
2024-02-02 17:00:00,58.5
2024-02-02 17:15:00,61.1175
2024-02-02 17:30:00,63.735
2024-02-02 17:45:00,66.35249999999999
2024-02-02 18:00:00,68.97
2024-02-02 18:15:00,67.5625
2024-02-02 18:30:00,66.155
2024-02-02 18:45:00,64.7475
2024-02-02 19:00:00,63.34
2024-02-02 19:15:00,61.27
2024-02-02 19:30:00,59.2
2024-02-02 19:45:00,57.13
2024-02-02 20:00:00,55.06
2024-02-02 20:15:00,53.715
2024-02-02 20:30:00,52.370000000000005
2024-02-02 20:45:00,51.025
2024-02-02 21:00:00,49.68
2024-02-02 21:15:00,48.7675
2024-02-02 21:30:00,47.855000000000004
2024-02-02 21:45:00,46.9425
2024-02-02 22:00:00,46.03
2024-02-02 22:15:00,43.535
2024-02-02 22:30:00,41.04
2024-02-02 22:45:00,38.545
2024-02-02 23:00:00,36.05
2024-02-02 23:15:00,33.2225
2024-02-02 23:30:00,30.394999999999996
2024-02-02 23:45:00,27.5675
