,Price
2024-02-07 00:00:00,41.17
2024-02-07 00:15:00,39.7575
2024-02-07 00:30:00,38.345
2024-02-07 00:45:00,36.932500000000005
2024-02-07 01:00:00,35.52
2024-02-07 01:15:00,35.1775
2024-02-07 01:30:00,34.835
2024-02-07 01:45:00,34.4925
2024-02-07 02:00:00,34.15
2024-02-07 02:15:00,37.26
2024-02-07 02:30:00,40.370000000000005
2024-02-07 02:45:00,43.480000000000004
2024-02-07 03:00:00,46.59
2024-02-07 03:15:00,48.56
2024-02-07 03:30:00,50.53
2024-02-07 03:45:00,52.5
2024-02-07 04:00:00,54.47
2024-02-07 04:15:00,55.76
2024-02-07 04:30:00,57.05
2024-02-07 04:45:00,58.34
2024-02-07 05:00:00,59.63
2024-02-07 05:15:00,63.43
2024-02-07 05:30:00,67.23
2024-02-07 05:45:00,71.03
2024-02-07 06:00:00,74.83
2024-02-07 06:15:00,77.78999999999999
2024-02-07 06:30:00,80.75
2024-02-07 06:45:00,83.71000000000001
2024-02-07 07:00:00,86.67
2024-02-07 07:15:00,86.7525
2024-02-07 07:30:00,86.83500000000001
2024-02-07 07:45:00,86.9175
2024-02-07 08:00:00,87.0
2024-02-07 08:15:00,86.6325
2024-02-07 08:30:00,86.265
2024-02-07 08:45:00,85.89750000000001
2024-02-07 09:00:00,85.53
2024-02-07 09:15:00,84.44
2024-02-07 09:30:00,83.35
2024-02-07 09:45:00,82.26
2024-02-07 10:00:00,81.17
2024-02-07 10:15:00,80.38
2024-02-07 10:30:00,79.59
2024-02-07 10:45:00,78.80000000000001
2024-02-07 11:00:00,78.01
2024-02-07 11:15:00,77.5025
2024-02-07 11:30:00,76.995
2024-02-07 11:45:00,76.48750000000001
2024-02-07 12:00:00,75.98
2024-02-07 12:15:00,76.795
2024-02-07 12:30:00,77.61
2024-02-07 12:45:00,78.425
2024-02-07 13:00:00,79.24
2024-02-07 13:15:00,78.9275
2024-02-07 13:30:00,78.615
2024-02-07 13:45:00,78.3025
2024-02-07 14:00:00,77.99
2024-02-07 14:15:00,80.54499999999999
2024-02-07 14:30:00,83.1
2024-02-07 14:45:00,85.655
2024-02-07 15:00:00,88.21
2024-02-07 15:15:00,90.48249999999999
2024-02-07 15:30:00,92.755
2024-02-07 15:45:00,95.0275
2024-02-07 16:00:00,97.3
2024-02-07 16:15:00,102.9875
2024-02-07 16:30:00,108.675
2024-02-07 16:45:00,114.3625
2024-02-07 17:00:00,120.05
2024-02-07 17:15:00,124.0925
2024-02-07 17:30:00,128.135
2024-02-07 17:45:00,132.1775
2024-02-07 18:00:00,136.22
2024-02-07 18:15:00,129.59
2024-02-07 18:30:00,122.96000000000001
2024-02-07 18:45:00,116.33
2024-02-07 19:00:00,109.7
2024-02-07 19:15:00,107.2525
2024-02-07 19:30:00,104.805
2024-02-07 19:45:00,102.3575
2024-02-07 20:00:00,99.91
2024-02-07 20:15:00,96.845
2024-02-07 20:30:00,93.78
2024-02-07 20:45:00,90.715
2024-02-07 21:00:00,87.65
2024-02-07 21:15:00,86.64500000000001
2024-02-07 21:30:00,85.64
2024-02-07 21:45:00,84.63499999999999
2024-02-07 22:00:00,83.63
2024-02-07 22:15:00,82.52499999999999
2024-02-07 22:30:00,81.41999999999999
2024-02-07 22:45:00,80.315
2024-02-07 23:00:00,79.21
2024-02-07 23:15:00,77.8325
2024-02-07 23:30:00,76.455
2024-02-07 23:45:00,75.0775
