,Price
2024-02-04 00:00:00,35.3
2024-02-04 00:15:00,28.985
2024-02-04 00:30:00,22.669999999999998
2024-02-04 00:45:00,16.354999999999997
2024-02-04 01:00:00,10.04
2024-02-04 01:15:00,8.337499999999999
2024-02-04 01:30:00,6.635
2024-02-04 01:45:00,4.9325
2024-02-04 02:00:00,3.23
2024-02-04 02:15:00,2.5925000000000002
2024-02-04 02:30:00,1.955
2024-02-04 02:45:00,1.3175000000000001
2024-02-04 03:00:00,0.68
2024-02-04 03:15:00,0.51
2024-02-04 03:30:00,0.34
2024-02-04 03:45:00,0.17
2024-02-04 04:00:00,0.0
2024-02-04 04:15:00,0.0
2024-02-04 04:30:00,0.0
2024-02-04 04:45:00,0.0
2024-02-04 05:00:00,0.0
2024-02-04 05:15:00,0.0
2024-02-04 05:30:00,0.0
2024-02-04 05:45:00,0.0
2024-02-04 06:00:00,0.0
2024-02-04 06:15:00,0.2625
2024-02-04 06:30:00,0.525
2024-02-04 06:45:00,0.7875000000000001
2024-02-04 07:00:00,1.05
2024-02-04 07:15:00,3.005
2024-02-04 07:30:00,4.96
2024-02-04 07:45:00,6.914999999999999
2024-02-04 08:00:00,8.87
2024-02-04 08:15:00,9.11
2024-02-04 08:30:00,9.35
2024-02-04 08:45:00,9.59
2024-02-04 09:00:00,9.83
2024-02-04 09:15:00,10.09
2024-02-04 09:30:00,10.35
2024-02-04 09:45:00,10.61
2024-02-04 10:00:00,10.87
2024-02-04 10:15:00,11.355
2024-02-04 10:30:00,11.84
2024-02-04 10:45:00,12.325
2024-02-04 11:00:00,12.81
2024-02-04 11:15:00,13.0625
2024-02-04 11:30:00,13.315000000000001
2024-02-04 11:45:00,13.5675
2024-02-04 12:00:00,13.82
2024-02-04 12:15:00,11.52
2024-02-04 12:30:00,9.22
2024-02-04 12:45:00,6.920000000000001
2024-02-04 13:00:00,4.62
2024-02-04 13:15:00,5.8950000000000005
2024-02-04 13:30:00,7.17
2024-02-04 13:45:00,8.445
2024-02-04 14:00:00,9.72
2024-02-04 14:15:00,11.22
2024-02-04 14:30:00,12.72
2024-02-04 14:45:00,14.22
2024-02-04 15:00:00,15.72
2024-02-04 15:15:00,16.3975
2024-02-04 15:30:00,17.075
2024-02-04 15:45:00,17.7525
2024-02-04 16:00:00,18.43
2024-02-04 16:15:00,23.549999999999997
2024-02-04 16:30:00,28.669999999999998
2024-02-04 16:45:00,33.79
2024-02-04 17:00:00,38.91
2024-02-04 17:15:00,40.684999999999995
2024-02-04 17:30:00,42.459999999999994
2024-02-04 17:45:00,44.235
2024-02-04 18:00:00,46.01
2024-02-04 18:15:00,43.55
2024-02-04 18:30:00,41.09
2024-02-04 18:45:00,38.63
2024-02-04 19:00:00,36.17
2024-02-04 19:15:00,34.39
2024-02-04 19:30:00,32.61
2024-02-04 19:45:00,30.830000000000002
2024-02-04 20:00:00,29.05
2024-02-04 20:15:00,27.9175
2024-02-04 20:30:00,26.785
2024-02-04 20:45:00,25.6525
2024-02-04 21:00:00,24.52
2024-02-04 21:15:00,24.5
2024-02-04 21:30:00,24.48
2024-02-04 21:45:00,24.46
2024-02-04 22:00:00,24.44
2024-02-04 22:15:00,18.4725
2024-02-04 22:30:00,12.505
2024-02-04 22:45:00,6.5375000000000005
2024-02-04 23:00:00,0.57
2024-02-04 23:15:00,0.4275
2024-02-04 23:30:00,0.285
2024-02-04 23:45:00,0.1425
